IDTC;DDCC
13396;30/05/2006
18631;12/05/2006
14993;05/05/2006
3697;03/05/2006
5899;18/04/2006
21840;12/04/2006
7362;11/04/2006
11020;03/04/2006
391;20/03/2006
8423;13/03/2006
14683;09/03/2006
17768;07/03/2006
20418;01/03/2006
14979;27/02/2006
11082;24/02/2006
18615;23/02/2006
4170;17/02/2006
4653;17/02/2006
15027;13/02/2006
14653;31/01/2006
14241;26/01/2006
15812;23/01/2006
7935;19/01/2006
18688;16/01/2006
20180;16/01/2006
10069;12/01/2006
6336;04/01/2006
17867;03/01/2006
13576;01/01/2006
8421;21/12/2005
20180;09/12/2005
4000;06/12/2005
2210;06/12/2005
13915;05/12/2005
9107;19/11/2005
933;10/11/2005
7444;07/11/2005
66;05/11/2005
5820;03/11/2005
10580;02/11/2005
5773;21/10/2005
872;21/10/2005
3479;20/10/2005
5914;17/10/2005
6205;13/10/2005
21836;13/10/2005
11109;07/10/2005
1421;07/10/2005
392;04/10/2005
14848;01/10/2005
4269;23/09/2005
3477;21/09/2005
4379;13/09/2005
11870;03/09/2005
12786;02/09/2005
518;31/08/2005
17891;30/08/2005
3481;30/08/2005
14092;26/08/2005
4944;23/08/2005
13673;08/08/2005
14142;30/07/2005
21424;22/07/2005
19638;20/07/2005
7086;10/07/2005
2946;08/07/2005
21423;01/07/2005
12326;24/06/2005
5376;23/06/2005
19632;20/06/2005
21441;17/06/2005
5448;06/06/2005
8794;04/06/2005
20123;04/06/2005
19450;27/05/2005
14689;25/05/2005
12794;23/05/2005
12062;11/05/2005
14547;27/04/2005
3156;21/04/2005
69;31/03/2005
10294;24/03/2005
3463;14/03/2005
18659;11/03/2005
18660;11/03/2005
19954;09/03/2005
5476;07/03/2005
11182;01/03/2005
5499;23/02/2005
21426;18/02/2005
5890;17/02/2005
17223;15/02/2005
14861;10/02/2005
18790;02/02/2005
13568;01/02/2005
18086;31/01/2005
1504;29/01/2005
7266;22/01/2005
1592;21/01/2005
16736;21/01/2005
19596;17/01/2005
8796;15/01/2005
21395;07/01/2005
19434;31/12/2004
13159;29/12/2004
21392;23/12/2004
3890;18/12/2004
3818;17/12/2004
15469;15/12/2004
11297;08/12/2004
14272;02/12/2004
4915;30/11/2004
14300;22/11/2004
19090;22/11/2004
21384;19/11/2004
2427;17/11/2004
20524;11/11/2004
2841;03/11/2004
10022;29/10/2004
6215;26/10/2004
6474;19/10/2004
12632;19/10/2004
17174;19/10/2004
6328;12/10/2004
9521;11/10/2004
9808;06/10/2004
5276;05/10/2004
19849;04/10/2004
20188;02/10/2004
17849;01/10/2004
11863;24/09/2004
1618;24/09/2004
6326;23/09/2004
21376;21/09/2004
3723;20/09/2004
4578;18/09/2004
12766;17/09/2004
21822;16/09/2004
5775;12/09/2004
15954;11/09/2004
8673;07/09/2004
14273;06/09/2004
5682;05/09/2004
9893;01/09/2004
7315;30/08/2004
2471;27/08/2004
16452;26/08/2004
3327;20/08/2004
11857;12/08/2004
9882;09/08/2004
8580;06/08/2004
8518;02/08/2004
16308;30/07/2004
20985;26/07/2004
6657;25/07/2004
3775;08/07/2004
14841;29/06/2004
14846;29/06/2004
11294;25/06/2004
3713;20/06/2004
20001;14/06/2004
3255;04/06/2004
21137;25/05/2004
16401;21/05/2004
8068;18/05/2004
18303;18/05/2004
868;14/05/2004
12432;14/05/2004
15278;13/05/2004
20416;13/05/2004
3772;12/05/2004
5306;14/04/2004
12998;14/04/2004
12535;11/04/2004
21115;05/04/2004
10434;31/03/2004
9241;04/03/2004
9243;04/03/2004
18600;26/02/2004
5189;22/02/2004
16860;19/02/2004
11534;11/02/2004
21520;10/02/2004
14298;01/02/2004
5836;28/01/2004
13505;22/01/2004
12433;20/01/2004
5767;16/01/2004
19569;16/01/2004
14850;14/01/2004
