IDTC;DDCC
66223;01/01/1996
65461;01/01/1994
65459;01/01/1996
65850;01/01/2002
64676;01/01/1994
105847;01/01/1998
65838;01/01/2000
65828;01/01/1997
65832;01/01/1994
103037;01/01/1992
102263;01/01/1994
60749;01/01/1997
60749;01/01/1996
115161;01/01/2001
1294;01/01/2001
18134;01/01/1998
794;01/01/2001
65191;01/01/1999
65861;01/01/1996
65906;01/01/1994
65913;01/01/1994
66216;01/01/1994
66218;01/01/1994
60691;01/01/2000
63589;01/01/1996
107773;01/01/1994
60774;01/01/1994
99575;01/01/2000
66260;01/01/1997
63569;01/01/1994
47984;01/01/1997
22440;01/01/2000
22427;01/01/2000
22439;01/01/2001
22458;01/01/1997
77886;01/01/1998
77885;01/01/1999
77895;01/01/1992
77899;01/01/1992
113933;01/01/1994
28718;01/01/1996
26637;01/01/1998
18068;01/01/1998
18067;01/01/1999
27677;01/01/1998
47970;01/01/2002
32738;01/01/1994
32741;01/01/1994
32725;01/01/1996
32727;01/01/1994
32730;01/01/1999
32777;01/01/1999
32758;01/01/1999
32763;01/01/1996
32773;01/01/1996
32767;01/01/1997
32246;01/01/1996
32249;01/01/1996
33298;01/01/1994
33129;01/01/1994
37356;01/01/1997
31727;01/01/1994
344;01/01/1999
342;01/01/2001
338;01/01/1992
108583;01/01/2000
108586;01/01/1998
31953;01/01/2000
32976;01/01/1997
40570;01/01/2001
40568;01/01/2001
104868;01/01/2000
40553;01/01/1996
41179;01/01/2001
40698;01/01/2001
40264;01/01/2001
40473;01/01/1999
38652;01/01/1994
40563;01/01/1998
40562;01/01/1998
40560;01/01/1998
40563;01/01/1994
117413;01/01/1994
42936;01/01/2001
42893;01/01/1998
40311;01/01/1998
40302;01/01/1996
40400;01/01/1994
41773;01/01/1996
42916;01/01/2000
41752;01/01/2002
42697;01/01/1998
42708;01/01/1994
42712;01/01/2001
38659;01/01/1992
41649;01/01/1992
42763;01/01/1996
42757;01/01/1996
42754;01/01/1998
38625;01/01/1998
38627;01/01/1999
42443;01/01/1999
38627;01/01/1999
42449;01/01/1999
41652;01/01/1996
40975;01/01/1999
41596;01/01/2000
42734;01/01/1996
42735;01/01/1992
41044;01/01/2002
41625;01/01/1999
40952;01/01/1999
40952;01/01/2001
41580;01/01/2001
40828;01/01/1994
2535;01/01/1999
3189;01/01/1999
2800;01/01/1997
3236;01/01/2001
3080;01/01/2000
3078;01/01/2001
2915;01/01/1994
106828;01/01/1997
2909;01/01/1996
50883;01/01/1999
2394;01/01/1996
2875;01/01/2001
22737;01/01/1994
22743;01/01/1998
68313;01/01/2002
12385;01/01/2001
3072;01/01/2000
3053;01/01/1994
3052;01/01/2002
2838;01/01/1994
2499;01/01/2002
13639;01/01/2001
14261;01/01/1998
14946;01/01/2001
66435;01/01/2000
560;01/01/2001
921;01/01/1998
639;01/01/1994
633;01/01/1999
631;01/01/1999
551;01/01/2001
610;01/01/1994
530;01/01/1999
109421;01/01/1996
131;01/01/1999
136;01/01/1996
145;01/01/1996
142;01/01/1998
248;01/01/1997
112831;01/01/1994
112829;01/01/1996
112827;01/01/1996
103975;01/01/1996
103976;01/01/1996
103982;01/01/1996
103984;01/01/1998
103980;01/01/2000
103978;01/01/1994
671;01/01/2000
96497;01/01/1998
30112;01/01/1998
35758;01/01/1998
33654;01/01/2001
109479;01/01/2002
109477;01/01/1992
35743;01/01/1992
35737;01/01/1999
33545;01/01/2002
36795;01/01/1997
36467;01/01/1997
36472;01/01/2000
33680;01/01/1999
36457;01/01/1997
36456;01/01/1997
36454;01/01/2000
36091;01/01/1992
36087;01/01/1997
36087;01/01/1997
36084;01/01/1992
36084;01/01/1992
36084;01/01/1992
36082;01/01/1997
41031;01/01/2001
22656;01/01/1994
22656;01/01/1996
22656;01/01/2001
22657;01/01/1999
22657;01/01/1994
22658;01/01/2002
109483;01/01/1996
35740;01/01/2000
42616;01/01/2002
42619;01/01/2002
42617;01/01/2002
42617;01/01/2002
42619;01/01/2002
42616;01/01/2002
42617;01/01/2002
42618;01/01/2002
42619;01/01/2002
42619;01/01/2002
42616;01/01/2002
17695;01/01/1996
35336;01/01/1997
19887;01/01/2002
106877;01/01/1996
21016;01/01/1996
20295;01/01/2001
96768;01/01/2002
20853;01/01/1996
20606;01/01/2000
20554;01/01/2000
20979;01/01/1999
20343;01/01/2000
18298;01/01/1997
18316;01/01/1999
18331;01/01/1996
18354;01/01/1996
18350;01/01/1994
18338;01/01/2002
18324;01/01/2002
18323;01/01/1999
18188;01/01/1997
20486;01/01/2001
21446;01/01/1997
30640;01/01/1999
30636;01/01/2001
30622;01/01/1996
32379;01/01/1998
30718;01/01/1999
30940;01/01/1996
30942;01/01/1997
37368;01/01/2002
32374;01/01/1996
33058;01/01/2000
32570;01/01/1996
33243;01/01/1999
30872;01/01/2001
30745;01/01/1996
30249;01/01/2002
37576;01/01/1996
13134;01/01/2001
13339;01/01/1996
116826;01/01/1996
15230;01/01/1994
15042;01/01/2000
96776;01/01/2000
109587;01/01/1997
12825;01/01/1994
19623;01/01/1996
14553;01/01/2001
9181;01/01/1998
13880;01/01/1994
14868;01/01/2001
14882;01/01/1997
14884;01/01/1996
14885;01/01/1996
14888;01/01/1994
13817;01/01/1996
19626;01/01/1996
14639;01/01/2000
14638;01/01/1998
14381;01/01/1996
98571;01/01/2001
13156;01/01/1994
3372;01/01/1997
14375;01/01/1997
14376;01/01/1998
14375;01/01/1998
14328;01/01/1997
102879;01/01/1998
3423;01/01/1999
3423;01/01/1997
14339;01/01/2000
106272;01/01/1994
13322;01/01/1994
3410;01/01/1996
9196;01/01/1999
9194;01/01/2001
9192;01/01/2001
9189;01/01/2001
105689;01/01/1999
9526;01/01/2001
9537;01/01/1996
9544;01/01/1996
14986;01/01/1998
14986;01/01/1998
8963;01/01/1994
15211;01/01/1994
15209;01/01/1994
15204;01/01/1999
15204;01/01/1998
77933;01/01/1994
14983;01/01/1999
12447;01/01/1997
14762;01/01/1997
12262;01/01/2001
12552;01/01/1999
117083;01/01/1994
117086;01/01/1996
10228;01/01/2000
10230;01/01/1996
10236;01/01/1999
68355;01/01/2000
10256;01/01/2000
7655;01/01/1994
9815;01/01/1996
9810;01/01/2000
9806;01/01/1996
9809;01/01/1996
11175;01/01/1999
9932;01/01/1994
9937;01/01/1994
12673;01/01/1994
12707;01/01/1997
11792;01/01/1997
11883;01/01/2001
10457;01/01/1994
10447;01/01/2000
14399;01/01/1994
14400;01/01/1994
14400;01/01/1994
14401;01/01/1994
13778;01/01/1997
13098;01/01/1997
14839;01/01/2001
14007;01/01/2002
14002;01/01/1997
14002;01/01/1999
13798;01/01/2002
3310;01/01/2002
81436;01/01/1997
8371;01/01/1999
11001;01/01/2001
8447;01/01/2000
7930;01/01/2000
7929;01/01/1994
8293;01/01/2000
11287;01/01/2000
23045;01/01/1999
100442;01/01/1996
11200;01/01/1996
9697;01/01/1994
86932;01/01/2000
9717;01/01/1998
36047;01/01/1994
36048;01/01/1997
10806;01/01/1999
2222;01/01/2000
113298;01/01/1997
117015;01/01/1994
3791;01/01/1994
3525;01/01/1996
3804;01/01/1999
3748;01/01/1994
110515;01/01/1994
3751;01/01/1998
2208;01/01/2002
3773;01/01/2001
3774;01/01/1997
12130;01/01/2001
12129;01/01/2001
8912;01/01/2001
66928;01/01/1998
10091;01/01/1997
115326;01/01/1998
12629;01/01/2001
12634;01/01/2000
12639;01/01/1994
23018;01/01/2002
12623;01/01/2002
12065;01/01/2002
12620;01/01/2002
11722;01/01/1994
9837;01/01/1994
111828;01/01/2000
9855;01/01/1994
9863;01/01/1998
12424;01/01/2001
8945;01/01/1999
9780;01/01/1998
10204;01/01/1997
10200;01/01/1999
10198;01/01/1999
10213;01/01/1996
10214;01/01/1997
19293;01/01/2001
102561;01/01/2002
102559;01/01/1994
102556;01/01/1999
18698;01/01/1996
18989;01/01/1996
19039;01/01/1999
19536;01/01/1999
18545;01/01/1994
19584;01/01/1996
19581;01/01/1997
19203;01/01/2000
19229;01/01/1998
19399;01/01/1999
19505;01/01/1994
19360;01/01/1997
19359;01/01/1999
19327;01/01/1994
36424;01/01/1996
61040;01/01/1996
61034;01/01/1994
61019;01/01/1994
61013;01/01/1996
111233;01/01/2000
35554;01/01/1994
34792;01/01/1994
33443;01/01/2002
18000;01/01/1996
33439;01/01/1996
33428;01/01/1994
33426;01/01/1994
35968;01/01/1994
22320;01/01/1992
102268;01/01/1994
100993;01/01/1996
46364;01/01/2001
109234;01/01/1996
61214;01/01/1999
66544;01/01/1994
66544;01/01/1999
66526;01/01/1998
68747;01/01/2001
102080;01/01/1994
64347;01/01/2001
102091;01/01/2000
102092;01/01/1998
102094;01/01/2000
102095;01/01/1994
102096;01/01/1997
48518;01/01/1996
48282;01/01/1999
66557;01/01/2000
116798;01/01/2002
67855;01/01/2001
114336;01/01/1994
103111;01/01/2000
65247;01/01/1994
63869;01/01/1996
64765;01/01/1996
63350;01/01/2000
65594;01/01/1997
65595;01/01/2000
65595;01/01/1998
65595;01/01/1997
65208;01/01/1999
65209;01/01/1994
65212;01/01/1994
62757;01/01/2002
62741;01/01/1999
62743;01/01/1997
62745;01/01/1997
65291;01/01/1994
102694;01/01/1994
63089;01/01/1996
63088;01/01/2000
63087;01/01/1994
60966;01/01/1998
108346;01/01/1996
108346;01/01/2001
50583;01/01/2000
50581;01/01/2000
54549;01/01/1998
54550;01/01/1998
54550;01/01/1996
114154;01/01/2000
114156;01/01/2000
114151;01/01/2000
114150;01/01/2000
22679;01/01/1996
22677;01/01/1994
22674;01/01/1994
22672;01/01/2001
22668;01/01/1997
22664;01/01/1997
22665;01/01/1999
46833;01/01/1994
114665;01/01/1994
50711;01/01/1994
49935;01/01/1997
46030;01/01/2001
49954;01/01/1997
46031;01/01/2000
45946;01/01/1994
45911;01/01/1997
45917;01/01/1997
54537;01/01/1996
50498;01/01/1998
50750;01/01/1994
50782;01/01/1996
81772;01/01/1994
81785;01/01/1996
80217;01/01/2001
80214;01/01/1998
50654;01/01/1996
38750;01/01/2001
38716;01/01/1998
38715;01/01/1994
38886;01/01/1998
38989;01/01/1999
38882;01/01/1999
39049;01/01/1994
39049;01/01/1994
39049;01/01/1994
39048;01/01/1994
39047;01/01/1992
39020;01/01/1999
41169;01/01/1996
39039;01/01/1996
49076;01/01/1994
49335;01/01/2000
48363;01/01/2001
48608;01/01/2001
48607;01/01/2000
49342;01/01/1994
48787;01/01/1994
48795;01/01/1997
109793;01/01/1998
109776;01/01/2000
48952;01/01/1994
49124;01/01/1994
48927;01/01/1996
48921;01/01/1994
108128;01/01/1998
48728;01/01/1998
48729;01/01/1997
48541;01/01/2000
48537;01/01/2001
48536;01/01/2001
48138;01/01/1994
48331;01/01/2001
48119;01/01/1999
47792;01/01/1994
48964;01/01/1998
48056;01/01/1998
48057;01/01/1996
114587;01/01/2000
114587;01/01/2001
47605;01/01/1996
47607;01/01/2000
65687;01/01/1996
65685;01/01/1996
49739;01/01/1994
49728;01/01/1994
49878;01/01/1994
49869;01/01/1996
114010;01/01/2002
100496;01/01/1999
115723;01/01/1994
47546;01/01/1998
47597;01/01/2000
62268;01/01/1994
107631;01/01/1996
65671;01/01/1999
65672;01/01/1998
65994;01/01/2002
65995;01/01/1994
65995;01/01/1998
65690;01/01/1996
65323;01/01/1996
65325;01/01/1994
48237;01/01/1994
48235;01/01/2000
48213;01/01/2000
48203;01/01/2001
48203;01/01/2000
48202;01/01/1997
46188;01/01/1997
46173;01/01/1996
46181;01/01/1997
47818;01/01/1997
113983;01/01/2001
47879;01/01/2001
47879;01/01/2001
47837;01/01/2001
47818;01/01/1996
47819;01/01/1996
47820;01/01/1996
47821;01/01/1996
47821;01/01/1996
47822;01/01/2000
47823;01/01/1996
47823;01/01/1996
47836;01/01/1996
47835;01/01/1996
47834;01/01/1996
47834;01/01/1996
47832;01/01/2000
47831;01/01/1996
47829;01/01/1996
47828;01/01/1996
47827;01/01/1996
47827;01/01/1996
47878;01/01/2000
47877;01/01/1996
47876;01/01/1996
47875;01/01/1996
47874;01/01/1996
47874;01/01/1996
47873;01/01/1996
117254;01/01/1996
117195;01/01/2002
47701;01/01/1999
107346;01/01/1997
96711;01/01/2001
111855;01/01/1994
46504;01/01/1994
66544;01/01/1999
39197;01/01/1994
39079;01/01/1996
39121;01/01/2001
39111;01/01/2000
39144;01/01/2000
39145;01/01/2000
41167;01/01/1996
41161;01/01/1996
39324;01/01/1994
39321;01/01/1994
39321;01/01/1997
69413;01/01/1994
34104;01/01/1996
33829;01/01/2000
33726;01/01/2002
34020;01/01/1996
34000;01/01/1997
109943;01/01/1998
109941;01/01/1996
109940;01/01/1992
34057;01/01/1994
34109;01/01/1998
42985;01/01/1994
116038;01/01/1994
116037;01/01/1994
116033;01/01/1994
34424;01/01/1999
34428;01/01/1996
34430;01/01/1996
34431;01/01/2000
34454;01/01/2001
116025;01/01/1997
34505;01/01/2001
34486;01/01/2001
34505;01/01/2000
34320;01/01/1997
34380;01/01/1997
34382;01/01/1997
104284;01/01/2001
34369;01/01/2000
34436;01/01/2001
44181;01/01/1997
108424;01/01/2001
44725;01/01/2001
44769;01/01/1996
96531;01/01/1996
44532;01/01/1996
44773;01/01/2000
43087;01/01/1997
43090;01/01/1998
66741;01/01/1997
44473;01/01/1994
44474;01/01/1997
44493;01/01/1996
19813;01/01/2001
45501;01/01/1998
45666;01/01/1997
45660;01/01/1996
45681;01/01/1999
45685;01/01/1999
44931;01/01/2001
45719;01/01/2000
45731;01/01/2001
45735;01/01/2001
103456;01/01/1994
118205;01/01/2001
45115;01/01/1996
44044;01/01/2000
43116;01/01/1999
43472;01/01/1998
9429;01/01/1994
81482;01/01/1997
81482;01/01/1997
22980;01/01/2000
102820;01/01/2000
53179;01/01/2000
52249;01/01/1998
52259;01/01/2001
53387;01/01/2000
52213;01/01/2001
52229;01/01/1997
66040;01/01/1998
114164;01/01/1998
54225;01/01/2000
54026;01/01/1999
54603;01/01/2000
53070;01/01/1994
50204;01/01/1999
74645;01/01/2000
74646;01/01/1997
37004;01/01/2001
37025;01/01/2001
37027;01/01/2001
37044;01/01/2000
47236;01/01/1997
47222;01/01/2001
47206;01/01/1998
47229;01/01/1994
47078;01/01/2001
47153;01/01/1994
47270;01/01/1994
47272;01/01/1998
47269;01/01/1999
104305;01/01/1998
47074;01/01/2000
47140;01/01/1999
47423;01/01/1996
37228;01/01/1999
37108;01/01/2000
37181;01/01/1999
31038;01/01/1999
31167;01/01/2001
31076;01/01/1994
31243;01/01/1997
37327;01/01/2000
37324;01/01/1994
37276;01/01/1994
37320;01/01/1996
37306;01/01/1996
49639;01/01/1996
49648;01/01/1996
49660;01/01/1996
49665;01/01/1994
22275;01/01/1999
62280;01/01/2000
49370;01/01/1992
49371;01/01/1999
50008;01/01/2001
49207;01/01/2001
50104;01/01/1999
50104;01/01/2000
50076;01/01/1999
50048;01/01/1996
50050;01/01/1994
50051;01/01/2000
50051;01/01/1996
50053;01/01/1996
50054;01/01/1994
50054;01/01/1996
50055;01/01/1994
50056;01/01/1997
50059;01/01/1994
52630;01/01/2000
52630;01/01/2000
52653;01/01/2001
52651;01/01/1999
52649;01/01/1997
52648;01/01/2002
52646;01/01/1997
52644;01/01/1998
52641;01/01/1994
52640;01/01/2001
52637;01/01/1999
52636;01/01/1999
80427;01/01/1998
80428;01/01/2000
52588;01/01/1999
52586;01/01/1998
52323;01/01/1997
52322;01/01/1999
52312;01/01/1994
52959;01/01/1996
52948;01/01/1996
52274;01/01/2000
52041;01/01/1999
52035;01/01/1996
52020;01/01/1999
80485;01/01/1999
80458;01/01/2001
80470;01/01/1997
51419;01/01/1994
112821;01/01/1998
112821;01/01/2000
53014;01/01/1998
53007;01/01/1998
53989;01/01/1998
116629;01/01/1999
103492;01/01/2000
106884;01/01/1996
8995;01/01/1998
10153;01/01/1998
10149;01/01/1998
9642;01/01/1998
10412;01/01/1998
10181;01/01/2000
10181;01/01/2000
10187;01/01/1998
8169;01/01/1996
8171;01/01/1999
8181;01/01/2000
110254;01/01/1997
10597;01/01/2001
10743;01/01/1996
11336;01/01/1996
10877;01/01/2001
107982;01/01/2001
8215;01/01/1994
103882;01/01/1994
103883;01/01/2001
103884;01/01/1999
8138;01/01/1999
11366;01/01/2001
44645;01/01/2001
41421;01/01/2002
109516;01/01/2000
43296;01/01/1994
45373;01/01/2000
44927;01/01/1996
44105;01/01/1997
45402;01/01/1998
45406;01/01/2001
45405;01/01/2001
44367;01/01/2001
45177;01/01/1994
45495;01/01/1997
44596;01/01/1997
44597;01/01/2001
114922;01/01/1996
44443;01/01/1999
44444;01/01/2000
80084;01/01/1997
51934;01/01/1996
78038;01/01/2001
62804;01/01/1999
65963;01/01/1994
63122;01/01/1994
63429;01/01/1997
63389;01/01/1999
63936;01/01/2000
62791;01/01/2002
63957;01/01/1994
64794;01/01/1999
104465;01/01/1997
68848;01/01/1998
63477;01/01/1994
66304;01/01/2001
66305;01/01/1994
66371;01/01/1994
66379;01/01/1994
62408;01/01/1997
68345;01/01/1994
62992;01/01/1999
67896;01/01/1994
67845;01/01/1999
63007;01/01/2001
70948;01/01/1998
48860;01/01/1996
49192;01/01/1997
49184;01/01/2001
49772;01/01/1996
49763;01/01/1996
49437;01/01/1998
48848;01/01/1999
20640;01/01/1994
99318;01/01/1994
49245;01/01/1999
81172;01/01/2000
79821;01/01/1997
80911;01/01/1996
80914;01/01/2001
80337;01/01/1994
80286;01/01/1997
80278;01/01/1996
80296;01/01/1994
88840;01/01/2002
96303;01/01/1996
81369;01/01/1994
81283;01/01/1996
47474;01/01/2001
47473;01/01/2001
47491;01/01/1997
47490;01/01/2002
47123;01/01/1994
47354;01/01/1997
47502;01/01/1994
47510;01/01/1994
19841;01/01/1997
81006;01/01/1997
81007;01/01/1998
80968;01/01/2002
81037;01/01/1997
81036;01/01/1997
85466;01/01/2001
101673;01/01/2002
58574;01/01/1996
111396;01/01/1996
85459;01/01/1994
85900;01/01/1994
85026;01/01/2002
97549;01/01/1996
85364;01/01/1998
110428;01/01/1997
56054;01/01/1996
56049;01/01/1996
56107;01/01/1996
56092;01/01/1996
56089;01/01/1996
56078;01/01/1996
56080;01/01/1994
56108;01/01/1994
56111;01/01/1994
55862;01/01/1996
56211;01/01/1996
55933;01/01/1996
56219;01/01/1997
55983;01/01/1996
56156;01/01/1992
55964;01/01/1994
55966;01/01/1994
55967;01/01/1996
55968;01/01/1996
55970;01/01/1996
55972;01/01/1997
71539;01/01/2001
71542;01/01/2001
71588;01/01/1996
77197;01/01/1996
77211;01/01/2001
75312;01/01/2001
75310;01/01/1994
71410;01/01/1994
71407;01/01/1996
71404;01/01/1994
75819;01/01/2001
71613;01/01/1996
71612;01/01/1994
75807;01/01/2001
71365;01/01/2001
71368;01/01/2000
59770;01/01/1994
59746;01/01/1994
59752;01/01/1994
101749;01/01/2001
88869;01/01/1994
71583;01/01/1996
75832;01/01/2001
73666;01/01/1997
73675;01/01/1997
71075;01/01/1997
77420;01/01/1997
55489;01/01/1996
55492;01/01/2001
106311;01/01/1997
55675;01/01/1996
82003;01/01/1997
88835;01/01/2002
101894;01/01/1994
59030;01/01/2001
58941;01/01/1996
116210;01/01/1996
57156;01/01/1994
59392;01/01/2002
58100;01/01/1994
58094;01/01/1994
71830;01/01/1994
72025;01/01/1994
72054;01/01/1997
71809;01/01/1998
71862;01/01/2001
71853;01/01/1994
71979;01/01/1994
88907;01/01/1994
72100;01/01/1994
72101;01/01/1996
72098;01/01/1996
72113;01/01/2002
72117;01/01/2002
75994;01/01/2001
100964;01/01/1996
76174;01/01/1996
76240;01/01/1996
76634;01/01/1998
76613;01/01/1999
77098;01/01/1994
77101;01/01/2002
77120;01/01/1994
72168;01/01/2002
71949;01/01/1997
71914;01/01/2002
77010;01/01/1994
99899;01/01/1994
17004;01/01/1994
16918;01/01/2002
26330;01/01/1996
26329;01/01/1998
26328;01/01/2002
22857;01/01/1996
22861;01/01/2001
16987;01/01/1996
17113;01/01/1996
15736;01/01/2002
15737;01/01/1996
17093;01/01/1994
15910;01/01/2002
16795;01/01/2000
15354;01/01/1997
17291;01/01/1996
99940;01/01/2002
16375;01/01/2001
99833;01/01/1994
16476;01/01/1994
15537;01/01/1996
75456;01/01/1994
108225;01/01/1994
108222;01/01/1994
75848;01/01/1998
75856;01/01/1999
51335;01/01/1994
77704;01/01/1997
77721;01/01/1992
17314;01/01/1996
39997;01/01/1997
39637;01/01/1994
39630;01/01/2002
40136;01/01/1996
54409;01/01/1994
51287;01/01/1994
51068;01/01/2001
51450;01/01/1997
99420;01/01/1996
69562;01/01/1996
69515;01/01/1994
69526;01/01/2002
69543;01/01/1997
67711;01/01/1997
67711;01/01/1996
70856;01/01/2001
67703;01/01/1999
72773;01/01/1997
72732;01/01/2001
72735;01/01/2002
72733;01/01/2002
68491;01/01/1999
68587;01/01/1996
69660;01/01/1996
69109;01/01/1996
69240;01/01/1994
98440;01/01/1994
