IDT;DIAMETRE;DDP;MATERIAU;MATAGE
0;63;01/01/1973;PVC;PVC19701990
1;63;01/01/1973;PVC;PVC19701990
2;63;01/01/1973;PVC;PVC19701990
3;63;01/01/1973;PVC;PVC19701990
4;63;01/01/1973;PVC;PVC19701990
5;63;01/01/1973;PVC;PVC19701990
6;63;01/01/1973;PVC;PVC19701990
7;63;01/01/1973;PVC;PVC19701990
8;63;01/01/1973;PVC;PVC19701990
9;63;01/01/1973;PVC;PVC19701990
10;63;01/01/1973;PVC;PVC19701990
11;63;01/01/1973;PVC;PVC19701990
12;63;01/01/1973;PVC;PVC19701990
13;63;01/01/1973;PVC;PVC19701990
14;63;01/01/1973;PVC;PVC19701990
15;63;01/01/1973;PVC;PVC19701990
16;63;01/01/1973;PVC;PVC19701990
17;63;01/01/1973;PVC;PVC19701990
18;63;01/01/1973;PVC;PVC19701990
19;63;01/01/1973;PVC;PVC19701990
20;63;01/01/1973;PVC;PVC19701990
21;63;01/01/1973;PVC;PVC19701990
22;63;01/01/1973;PVC;PVC19701990
23;63;01/01/1973;PVC;PVC19701990
24;63;01/01/1973;PVC;PVC19701990
25;63;01/01/1973;PVC;PVC19701990
26;63;01/01/1973;PVC;PVC19701990
27;63;01/01/1973;PVC;PVC19701990
28;63;01/01/1973;PVC;PVC19701990
29;63;01/01/1973;PVC;PVC19701990
30;63;01/01/1973;PVC;PVC19701990
31;63;01/01/1973;PVC;PVC19701990
32;63;01/01/1973;PVC;PVC19701990
33;63;01/01/1973;PVC;PVC19701990
34;63;01/01/1973;PVC;PVC19701990
35;63;01/01/1973;PVC;PVC19701990
36;63;01/01/1973;PVC;PVC19701990
37;63;01/01/1973;PVC;PVC19701990
38;63;01/01/1973;PVC;PVC19701990
39;63;01/01/1973;PVC;PVC19701990
40;63;01/01/1973;PVC;PVC19701990
41;63;01/01/1973;PVC;PVC19701990
42;63;01/01/1973;PVC;PVC19701990
43;63;01/01/1973;PVC;PVC19701990
44;63;01/01/1973;PVC;PVC19701990
45;63;01/01/1973;PVC;PVC19701990
46;63;01/01/1973;PVC;PVC19701990
47;63;01/01/1973;PVC;PVC19701990
48;63;01/01/1973;PVC;PVC19701990
49;63;01/01/1973;PVC;PVC19701990
50;63;01/01/1973;PVC;PVC19701990
51;63;01/01/1973;PVC;PVC19701990
52;63;01/01/1973;PVC;PVC19701990
53;63;01/01/1973;PVC;PVC19701990
54;63;01/01/1973;PVC;PVC19701990
55;63;01/01/1973;PVC;PVC19701990
56;63;01/01/1973;PVC;PVC19701990
57;63;01/01/1973;PVC;PVC19701990
58;63;01/01/1973;PVC;PVC19701990
59;63;01/01/1973;PVC;PVC19701990
60;63;01/01/1973;PVC;PVC19701990
61;63;01/01/1973;PVC;PVC19701990
62;63;01/01/1973;PVC;PVC19701990
63;63;01/01/1973;PVC;PVC19701990
64;63;01/01/1973;PVC;PVC19701990
65;63;01/01/1973;PVC;PVC19701990
66;63;01/01/1973;PVC;PVC19701990
67;63;01/01/1973;PVC;PVC19701990
68;63;01/01/1973;PVC;PVC19701990
69;63;01/01/1973;PVC;PVC19701990
70;63;01/01/1973;PVC;PVC19701990
71;63;01/01/1973;PVC;PVC19701990
72;63;01/01/1973;PVC;PVC19701990
73;63;01/01/1973;PVC;PVC19701990
74;63;01/01/1973;PVC;PVC19701990
75;63;01/01/1973;PVC;PVC19701990
76;63;01/01/1973;PVC;PVC19701990
77;63;01/01/1973;PVC;PVC19701990
78;63;01/01/1973;PVC;PVC19701990
79;63;01/01/1973;PVC;PVC19701990
80;63;01/01/1973;PVC;PVC19701990
81;63;01/01/1973;PVC;PVC19701990
82;63;01/01/1973;PVC;PVC19701990
83;63;01/01/1973;PVC;PVC19701990
84;63;01/01/1973;PVC;PVC19701990
85;63;01/01/1973;PVC;PVC19701990
86;63;01/01/1973;PVC;PVC19701990
87;63;01/01/1973;PVC;PVC19701990
88;63;01/01/1973;PVC;PVC19701990
89;63;01/01/1973;PVC;PVC19701990
90;63;01/01/1973;PVC;PVC19701990
91;63;01/01/1973;PVC;PVC19701990
92;63;01/01/1973;PVC;PVC19701990
93;63;01/01/1973;PVC;PVC19701990
94;63;01/01/1973;PVC;PVC19701990
95;63;01/01/1973;PVC;PVC19701990
96;63;01/01/1973;PVC;PVC19701990
97;63;01/01/1973;PVC;PVC19701990
98;63;01/01/1973;PVC;PVC19701990
99;63;01/01/1973;PVC;PVC19701990
100;63;01/01/1973;PVC;PVC19701990
101;63;01/01/1973;PVC;PVC19701990
102;63;01/01/1973;PVC;PVC19701990
103;75;01/01/1973;PVC;PVC19701990
