IDTC;DDCC
107372;18/08/2005
133513;27/01/2005
2907;13/01/2005
119809;21/01/2005
121803;02/05/2006
15092;04/02/2005
102893;21/01/2005
140244;02/03/2005
73739;21/12/2004
89724;11/12/2004
66927;13/11/2004
54244;03/12/2004
140610;13/06/2006
66686;28/12/2004
97081;05/11/2004
26263;12/11/2004
37927;02/06/2006
10455;28/10/2009
5522;04/08/2003
101340;04/04/2003
22805;08/07/2003
78733;11/12/2003
103310;22/02/2005
6292;24/03/2003
146335;25/02/2002
130194;11/03/2002
124051;08/01/2003
115958;03/07/2003
52342;05/01/2004
79274;10/11/2004
100394;29/03/2002
20406;22/02/2006
35589;18/04/2002
89393;03/02/2006
125061;26/01/2006
144726;04/10/2006
22543;29/09/2006
67920;25/09/2006
137604;26/09/2006
3596;06/10/2004
111382;11/01/2006
24000;10/01/2006
61485;08/12/2003
91632;19/06/2002
125315;17/03/2003
144872;20/11/2002
6554;03/04/2006
11278;29/09/2006
33120;12/07/2006
26905;28/02/2006
120999;12/03/2003
78707;23/12/2003
138006;21/02/2003
135709;07/09/2002
29820;26/12/2003
68198;17/05/2002
23565;18/02/2002
13652;21/08/2002
133651;13/03/2006
117056;02/10/2006
122597;15/04/2002
3394;20/11/2003
95564;18/10/2004
12474;09/12/2004
83186;13/09/2004
137805;18/03/2004
11021;10/11/2004
7989;06/09/2004
45773;12/09/2004
8171;20/10/2004
17452;18/09/2004
73740;08/09/2004
78936;21/10/2004
73500;19/11/2004
124507;15/11/2004
117035;16/05/2003
98224;27/03/2003
519;16/04/2003
43104;25/03/2003
145765;23/03/2005
6645;27/07/2004
127557;09/08/2004
79968;06/12/2005
73728;27/12/2005
67907;13/08/2005
56472;23/12/2005
81859;23/12/2005
28720;30/12/2005
623;21/12/2005
97455;07/12/2005
50937;12/12/2005
46849;05/05/2003
41646;24/01/2006
133582;10/02/2003
100890;22/05/2003
8296;14/05/2003
15418;25/05/2003
28161;26/12/2005
71417;11/04/2003
48324;07/10/2005
63333;07/10/2005
30109;05/05/2003
128945;14/01/2004
43339;15/01/2004
17559;10/10/2000
71168;06/01/2004
141770;29/01/2004
58757;15/12/2001
18392;13/06/2003
95130;27/05/2003
16257;06/01/2006
134902;14/01/2004
140574;07/02/2005
130106;03/02/2005
25273;30/01/2005
46848;12/05/2003
117443;09/04/2003
27313;06/01/2006
66397;26/03/2003
59640;18/09/2003
23416;04/07/2003
89055;28/01/2005
117443;15/11/2005
135467;25/11/2005
60905;02/12/2005
119728;21/08/1998
49896;24/10/1996
86883;29/09/1996
71256;24/04/2003
63332;16/11/2005
6283;25/09/2003
15642;30/09/2003
66766;12/10/2003
144753;06/07/1995
108911;05/07/1995
59022;28/10/2003
89957;29/10/2003
86974;31/10/2003
32365;28/03/2001
5710;30/03/2001
42168;13/02/1996
98993;20/06/1995
66086;16/03/2001
7418;06/11/2003
25526;06/01/2004
61448;18/06/2003
53928;14/12/1992
48809;15/12/1992
50941;12/09/2003
35823;18/01/2000
34748;01/03/2004
140481;23/02/2004
85343;23/02/2004
66746;29/11/2003
111908;22/09/2004
90282;08/12/2003
111235;16/05/2003
27463;27/12/2003
80568;26/12/2003
35798;09/03/2005
108461;09/12/2003
50921;27/10/2003
62113;31/10/2003
114730;03/11/2003
82256;08/01/2004
32165;02/02/2004
15522;12/09/2001
42981;04/01/2000
79828;09/01/2004
27413;06/01/2004
28365;08/01/2004
51757;15/11/2004
65744;27/12/2003
145314;29/12/2003
24453;15/12/2003
89740;08/12/2003
89366;04/12/2003
97220;06/01/1995
101283;21/06/1999
38241;28/01/1988
44860;05/01/2004
60233;17/12/2003
23312;02/01/2004
69103;05/11/2000
102052;10/12/2003
28593;28/10/2003
23681;03/11/2003
112219;16/02/2001
82145;25/05/2004
125790;17/03/2004
18486;15/03/2004
11690;19/08/1999
103316;21/11/2002
61013;06/11/2001
29009;19/12/2000
29611;05/10/1994
9716;06/10/1994
35506;01/08/1998
58759;23/11/1998
35134;12/09/1994
53858;09/09/1994
23848;22/07/1994
44971;20/08/1994
49102;29/07/1994
70310;05/10/1994
53467;01/10/1994
69103;20/09/1994
8110;20/08/1994
5800;04/08/1994
53034;29/11/1982
53404;24/11/1971
24532;04/06/2004
141591;11/12/1991
56226;03/03/2005
125302;17/12/2004
67010;15/09/1997
7463;14/01/2003
49891;13/02/1982
91929;20/02/2001
76095;10/12/1996
103940;11/04/2001
33802;28/12/1996
52142;03/11/2003
70061;06/10/2003
119326;10/05/2005
91414;12/05/2005
144950;03/02/1995
37930;01/12/1970
140482;04/02/1997
29853;25/10/1998
129318;17/02/2003
30307;17/05/2004
94438;20/12/2001
104483;11/10/2001
97130;28/01/1997
63937;03/11/1997
142965;02/01/1997
18764;27/01/2000
9416;04/11/2003
30077;28/10/2003
140240;19/11/2003
100413;28/12/2001
144699;06/02/2001
22478;18/11/2003
15796;24/04/2001
12473;28/02/1997
116184;09/01/1997
1134;21/11/1998
41301;15/02/1999
44579;18/06/1998
79445;23/11/1997
100418;20/11/1999
93431;30/12/1996
128946;24/11/1998
40630;15/05/1997
98478;11/10/1996
122596;17/01/1997
122596;31/12/1996
130160;05/05/1999
129083;14/02/2001
52863;15/12/2003
145540;24/01/2002
36315;12/11/1998
17285;02/05/2001
135545;29/09/1999
61719;07/05/1996
62631;27/05/2005
121854;29/05/2000
43924;05/03/2001
11024;31/05/2005
51448;12/01/2001
17228;01/10/2002
28722;05/12/1997
135709;29/03/2001
65775;19/11/1999
127084;20/04/2001
84995;10/01/1995
24970;25/07/1994
101159;28/12/2001
95684;19/12/2001
51250;19/11/2003
23607;29/06/2004
97826;19/08/2002
675;23/06/2002
69709;02/01/2004
5091;25/11/1998
133518;11/08/1971
91565;06/09/2000
112829;31/01/2004
44014;06/04/2005
16525;24/01/2001
104267;26/01/2000
137777;21/02/2001
21939;26/07/2001
854;16/12/2001
94911;03/08/1997
145540;13/01/2003
94906;22/10/2003
105939;27/10/2000
118374;12/01/2003
92680;19/02/2003
83110;22/01/1999
29357;15/01/2003
84341;28/08/2002
129316;27/12/1994
89063;17/10/2003
69663;19/06/2005
41227;21/03/2005
41241;21/03/2005
41242;21/03/2005
103799;14/01/2003
14492;13/04/2005
14491;30/03/2005
14477;30/03/2005
28784;19/04/2005
68592;12/04/2005
18765;20/11/1996
130559;09/10/1998
18651;20/02/2006
44776;09/02/2006
97128;07/02/2006
85027;18/02/2004
78512;11/10/2005
145565;23/09/2005
118339;19/07/2005
103780;03/12/2005
48016;30/06/2005
71580;16/12/2001
71012;19/11/2002
41016;19/10/2002
64547;08/11/2002
45343;30/01/2004
97869;10/10/2003
52483;02/01/2006
104632;14/12/2005
11040;17/02/2004
96289;01/03/2004
52545;11/08/2004
63665;05/03/2004
130479;30/01/2006
44659;30/01/2006
131378;24/01/2002
126513;11/08/2003
134906;08/02/2006
117404;03/01/1997
41313;19/11/2000
292;11/02/2006
146547;31/01/2006
147302;31/01/2006
73067;14/11/2005
64183;31/01/2006
113753;28/01/2006
1907;08/02/2006
137606;15/05/2000
46153;12/09/2003
17381;06/02/2006
85704;27/01/2006
18651;26/02/2004
77407;01/01/2006
54905;22/10/1998
41623;29/09/2003
82318;22/02/2004
80191;25/02/2004
97806;26/04/2004
9410;01/11/2004
53292;24/11/2004
108487;14/12/2004
18625;21/04/2004
3279;03/10/2002
95916;09/10/2002
18354;30/10/2002
109188;29/10/2007
62510;13/11/2004
89149;08/12/2004
94303;13/12/2004
125130;13/12/2004
122922;03/09/2004
123668;23/12/2001
80768;11/03/2005
92420;25/04/2007
112830;28/10/2002
1907;19/05/2005
112121;24/06/1999
64697;02/12/2004
47653;02/12/2004
16128;28/02/2005
7845;28/08/1997
28812;29/06/2005
146907;28/06/1999
83877;08/04/2004
42533;18/03/2004
42478;19/03/2004
13909;01/10/2002
72169;15/11/2002
64669;12/09/2004
42717;20/12/2004
42162;15/12/2004
88642;31/07/2004
139679;29/07/2004
26753;11/09/1996
48579;22/08/2005
43978;22/08/2005
80568;02/03/2006
23969;17/12/2004
46984;08/07/1998
2276;24/07/1996
66626;15/10/1997
90238;15/11/2002
85401;08/01/2004
146580;24/09/2002
47758;04/03/2005
73163;22/04/2004
11003;27/02/2006
140484;06/11/1999
103436;21/06/1999
20280;16/06/2004
37671;15/06/2005
134912;26/07/2005
121689;21/12/2001
55585;28/02/2004
22476;02/06/2003
99702;19/05/2004
788;18/05/2004
22667;16/09/2002
55481;25/11/2002
135609;25/10/2002
8588;28/07/2005
91399;25/09/2003
146171;26/11/2002
59028;20/12/2005
79524;17/09/2004
63755;21/09/2004
125808;16/10/2003
88236;06/10/2003
82609;26/12/2005
52635;26/12/2005
26576;25/12/2005
55540;25/12/2005
130075;27/01/2009
24651;19/01/2009
84994;27/01/2009
19397;20/06/2008
98979;26/05/2009
85480;26/05/2009
128625;23/05/2009
19971;29/01/2009
92484;10/01/2009
82417;10/01/2009
57721;10/01/2009
33115;08/01/2009
123027;12/06/2008
38070;07/09/2008
21187;28/07/2008
131317;14/01/2009
36893;17/09/2008
37931;27/06/2008
79755;23/06/2008
80235;27/06/2008
139675;01/09/2008
80631;16/09/2008
6277;04/09/2008
100580;26/09/2008
116902;23/09/2008
145135;24/09/2008
58458;03/02/2011
31980;15/02/2011
67722;17/03/2008
129181;08/03/2008
44880;17/09/2009
127631;24/01/2011
147310;24/01/2011
4382;13/01/2011
13831;29/03/2008
19511;31/03/2008
129826;18/08/2009
109598;19/08/2009
124655;07/08/2009
62082;09/09/2009
70626;05/09/2009
138178;29/05/2009
46145;08/02/2009
72592;26/01/2009
66927;18/03/2008
108463;21/12/2007
112218;21/12/2007
25944;20/12/2007
28784;25/05/2011
28784;25/05/2011
116576;16/01/2009
8868;14/01/2009
28710;15/01/2009
66629;15/01/2009
53350;26/01/2009
128161;19/01/2009
143569;19/12/2007
57721;18/12/2007
63605;21/12/2007
85171;21/12/2007
114528;13/03/2007
86187;31/01/2007
39144;03/01/2007
12666;19/12/2007
103111;21/12/2007
12474;04/12/2007
89801;17/12/2007
70578;18/12/2007
66510;22/12/2007
7781;21/12/2007
55895;13/01/2009
85537;13/01/2009
55737;24/12/2007
102315;24/12/2007
1918;10/01/2009
60283;10/01/2009
7466;08/01/2009
5451;11/01/2009
57769;11/01/2009
95019;11/01/2009
54418;11/01/2009
92484;11/01/2009
70013;15/12/2007
51126;17/12/2007
13574;04/12/2007
128618;09/01/2009
127176;09/01/2009
87651;10/01/2009
47985;09/01/2009
86886;09/01/2009
55737;16/12/2007
109596;27/11/2007
1295;22/11/2007
15937;23/11/2007
73739;27/12/2007
96919;12/01/2009
146913;08/01/2009
52261;10/11/2007
68572;17/11/2007
4918;16/11/2007
47936;18/12/2007
10692;12/08/2010
60316;16/08/2010
61097;09/11/2007
94750;28/05/2009
51356;13/12/2007
23680;13/12/2007
55736;06/12/2007
28819;04/12/2007
27433;01/12/2007
12473;04/12/2007
14996;13/08/2008
97982;22/05/2008
46578;17/12/2007
79636;19/02/2008
47210;20/02/2008
11921;15/02/2008
101340;14/02/2008
63237;11/02/2008
87000;12/02/2008
91791;17/09/2008
143605;29/02/2008
92498;26/02/2008
144490;26/02/2008
144490;19/02/2008
119597;21/11/2007
49771;19/11/2007
201;05/02/2008
82611;28/12/2006
57767;27/08/2007
1296;24/08/2007
112909;02/09/2010
19631;07/11/2007
86205;05/11/2007
16757;26/12/2006
38191;28/12/2006
137872;17/01/2007
23653;30/10/2007
140640;05/07/2007
121582;26/06/2007
95673;23/05/2007
31127;28/05/2007
109596;17/10/2007
93367;16/10/2007
43008;06/04/2006
47450;18/02/2005
98982;24/12/2005
10683;18/09/2005
55539;25/10/2007
120139;25/10/2007
66742;22/10/2007
44375;19/10/2007
66201;19/10/2007
38745;18/12/2006
8874;08/10/2007
112112;01/10/2007
130713;27/08/2007
11005;20/12/2006
112829;21/12/2006
110746;20/12/2006
100416;22/11/2006
6916;23/02/2005
122827;02/09/2005
108586;26/10/2007
14943;23/03/2006
97633;13/09/2005
103236;10/12/1997
32165;20/12/2006
115361;21/08/2006
31723;19/07/2005
14523;24/05/2005
76098;21/09/2007
109811;20/08/2004
4027;20/06/2005
9138;10/05/2005
9438;12/06/1997
23479;02/01/1997
43115;10/01/1997
40751;25/07/2006
113049;26/12/2006
98083;08/09/1997
100249;24/08/2005
39851;13/07/2007
141226;06/04/2007
133481;20/12/1995
12119;25/03/2006
121700;19/02/2007
147229;19/04/2006
103483;06/12/2006
131872;28/11/2006
140244;14/02/2007
113443;10/02/2007
96466;10/02/2007
98246;31/01/2007
25967;15/01/2007
63237;07/12/2004
32323;18/07/2006
111140;21/07/2006
73491;06/02/2006
64781;13/01/2005
63590;08/12/2004
100631;25/01/2006
112050;06/09/2006
126381;29/12/2004
124145;19/12/2006
31690;22/12/2006
28707;21/12/2006
19851;26/09/2006
18568;15/09/2006
19674;07/09/2006
14386;27/07/2006
92768;13/09/2006
130073;13/06/2006
111939;06/12/2004
52461;03/12/2004
146592;23/02/1996
27463;23/06/2005
98489;03/09/2007
99445;05/10/2006
79823;25/07/2006
48059;26/12/2006
24652;23/06/2006
50896;16/12/2006
39174;11/05/2006
12891;30/03/2006
44941;31/01/2006
136387;29/06/2006
141789;09/02/2006
57824;07/06/2007
57493;06/06/2007
14116;13/05/2006
51133;27/10/2007
30262;25/10/2007
14609;30/06/2006
62113;23/12/2006
125075;12/12/2006
22543;13/10/2006
140036;31/07/2006
72650;22/06/2007
143968;04/06/2007
133566;12/04/2007
13977;29/01/2007
58221;29/01/2007
41827;27/01/2007
72359;26/01/2007
92920;27/03/2007
3445;13/03/2007
46789;22/05/2007
107010;11/05/2007
91755;11/05/2007
108876;26/02/2007
113436;12/02/2007
80826;24/01/2007
44014;05/02/2007
139790;29/03/2007
135866;20/03/2007
137777;19/07/2006
1288;20/08/2006
101129;20/04/2007
25005;03/04/2007
50941;04/04/2007
10025;20/02/2007
131251;06/04/2007
96465;10/02/2007
137777;19/07/2006
4319;08/11/2006
82349;04/12/2006
78377;03/11/2006
105687;14/11/2006
104734;27/03/2007
124515;27/03/2007
25001;27/03/2007
35936;22/03/2007
117416;23/03/2007
138883;03/04/2007
17488;20/02/2007
44014;05/02/2007
4427;29/05/2007
32475;04/04/2007
42839;17/04/2007
135835;30/05/2007
83244;28/11/2008
129070;25/11/2008
26287;16/11/2008
8039;15/11/2008
59832;30/11/2008
34060;29/11/2008
60450;26/10/2008
98978;21/10/2008
16500;17/10/2008
143744;16/10/2008
56151;03/11/2008
74521;01/11/2008
90340;01/11/2008
36601;28/10/2008
140214;05/12/2008
54783;27/04/2004
98080;21/12/2008
102429;14/12/2008
114943;17/07/2006
1688;11/12/2008
76256;10/12/2008
42440;30/03/2000
76885;14/01/2000
60549;27/01/2000
96606;03/04/2000
519;06/11/2000
103523;01/09/2000
109229;28/01/2000
86994;08/01/2001
101136;19/02/2001
90263;18/02/2001
119428;24/01/2001
39634;18/09/2001
19852;06/10/2006
104534;09/10/2006
140565;06/03/2005
124243;01/03/2005
17631;24/02/2005
120168;07/07/2006
53148;22/12/2006
64407;30/12/2006
35806;06/02/2001
117146;28/12/2001
144290;21/05/2001
25438;17/12/2001
81547;09/03/2006
60630;20/07/2005
29009;24/03/2006
98186;07/08/2004
143291;05/06/2009
28250;08/09/2006
140573;15/12/2005
23442;04/02/2005
91422;11/02/2005
123687;27/01/2000
89489;02/10/2000
2907;25/09/2000
112421;02/04/2004
86651;05/10/2000
30302;31/12/2000
23836;01/09/2000
94073;22/09/2000
97010;11/08/2000
39154;28/01/2000
143560;03/11/2000
113112;20/02/2004
133520;03/03/2005
16513;02/03/2005
141329;14/12/2000
18639;04/09/2000
130713;19/12/2000
11686;27/08/2004
123628;10/02/2000
30563;03/04/2001
110249;20/12/2001
15937;12/07/2001
93843;25/02/2005
97001;23/11/2005
118696;26/02/2005
107830;30/01/2005
29393;26/12/2005
103698;05/01/2001
33896;24/12/2005
88187;07/12/2005
100035;20/03/2001
23820;28/12/2005
139379;22/03/2001
105411;18/10/2005
37630;09/05/2005
121969;09/05/2005
114323;06/07/2005
116608;08/11/2005
135667;07/06/2000
119519;12/10/2005
126015;10/08/2001
6216;04/03/2001
125874;25/04/2001
100609;06/04/2001
25056;16/02/2001
26742;19/01/2001
102091;14/01/2005
7575;19/08/2004
95707;06/10/2000
107837;24/08/2004
98187;06/04/2001
97533;01/02/2005
89391;06/03/2006
128178;18/01/2001
128158;17/12/2001
59622;10/07/2006
118870;24/07/2000
17799;25/11/2005
37723;11/01/2001
65074;17/12/2001
11382;28/11/2005
119598;29/12/2005
38469;29/03/2006
111394;16/06/2001
83351;12/01/2001
66498;25/01/2001
97944;18/12/2005
112221;18/12/2001
144021;19/12/2005
97948;28/12/2005
34686;21/06/2002
98764;24/11/2005
94844;23/11/2005
25473;30/12/2005
54277;02/01/2001
11512;02/12/2005
10685;17/09/2005
28784;29/01/2001
34742;19/10/2005
98972;14/12/2005
42121;21/12/2001
1546;30/08/2006
100428;12/09/2005
21734;09/09/2005
95695;29/07/2005
2613;12/01/2005
18001;30/09/2005
118204;27/09/2005
10685;19/09/2005
6717;17/10/2005
517;19/09/2005
146773;04/01/2005
11951;17/06/2003
91634;06/10/2003
97828;06/10/2003
90173;08/01/2003
117744;04/03/2006
99139;06/01/2005
91752;04/01/2005
76600;03/04/2009
15159;01/04/2009
127892;23/12/2003
70956;09/10/2003
25525;05/12/2003
44955;23/11/2003
79410;07/03/2009
143572;02/03/2009
87109;26/03/2009
82263;26/07/2006
122287;24/07/2006
23836;30/09/2006
34772;31/03/2009
61491;23/05/2006
55638;01/06/2006
98910;12/12/2005
26275;29/12/2005
59698;21/12/2001
27464;07/12/2005
25514;10/10/2006
57208;17/01/2001
55058;02/03/2001
25437;13/12/2005
25615;22/11/2005
103308;27/12/2005
93767;10/11/2005
132034;28/05/2001
98982;24/12/2005
64770;17/12/2001
98167;21/11/2005
106102;01/03/2010
143333;03/12/2007
92110;07/11/2012
85582;07/11/2012
41466;26/05/2010
117790;20/05/2010
41464;19/11/2007
87560;11/11/2007
20907;17/10/2007
130192;10/10/2007
76328;28/09/2007
12354;21/09/2007
123609;24/01/2002
79636;08/02/2008
112029;13/12/2007
67004;19/04/2010
110765;31/08/2007
14346;17/07/2007
17671;28/03/2007
12418;26/03/2007
1736;22/03/2007
113520;22/04/2010
144291;18/04/2010
80427;08/04/2010
45519;21/04/2010
2038;10/03/2010
76159;11/03/2010
142602;30/04/2010
5231;14/10/2009
128012;15/04/2010
11394;19/03/2010
59239;11/01/2010
54259;18/01/2010
44966;14/01/2010
54376;13/01/2010
23484;12/01/2010
147054;23/01/2010
35968;26/01/2010
92404;27/01/2010
118692;12/01/2010
123668;17/12/2009
56127;17/12/2009
79839;15/12/2009
20293;26/11/2009
80013;13/01/2010
67005;02/01/2010
79783;13/01/2010
29401;11/03/2009
31989;18/12/2009
54454;18/12/2009
39928;29/06/2010
91792;21/06/2010
55736;17/06/2010
46853;11/06/2010
91637;21/12/2009
53135;21/11/2009
1185;14/11/2009
144684;03/05/2010
140240;30/12/2009
28183;24/12/2009
120793;17/03/2010
1181;07/01/2009
86194;30/12/2009
53430;16/12/2009
5065;14/04/2010
36267;21/12/2009
124508;17/12/2009
55060;17/12/2009
140892;08/11/2009
42514;21/12/2009
40208;22/12/2009
35762;14/12/2009
67004;06/12/2009
1883;03/12/2009
66620;01/12/2009
127905;09/11/2009
54035;26/03/2010
99323;24/03/2010
118874;17/03/2010
96917;21/12/2009
11434;21/12/2009
109852;18/12/2009
25667;23/10/2009
109695;22/10/2009
92674;07/01/2010
113523;05/03/2010
145573;08/03/2010
143069;03/11/2009
124359;08/01/2010
60868;19/12/2009
64771;14/01/2010
57724;13/01/2010
57756;08/01/2010
61481;11/01/2010
112131;14/01/2010
75421;13/01/2010
63748;12/01/2010
41000;25/12/2010
119877;08/03/2011
110276;19/11/2009
50928;29/10/2009
116965;13/10/2009
84767;05/11/2010
98174;02/11/2010
22932;29/09/2010
44819;04/11/2010
59015;11/10/2010
143812;28/10/2010
118040;21/09/2010
5589;30/09/2010
97564;08/09/2010
120066;06/09/2010
107586;10/09/2010
68875;06/09/2010
113307;16/02/2010
79836;15/02/2010
59030;14/02/2010
112216;19/02/2010
81189;16/02/2010
36268;18/02/2010
113756;22/01/2011
131950;12/05/2009
104019;09/01/2009
87700;09/01/2009
137560;01/04/2009
47241;13/02/2010
121027;11/02/2010
91204;04/06/2010
29461;29/10/2010
51602;18/10/2010
125526;01/10/2010
29372;01/01/2011
114943;27/01/2011
53891;25/01/2011
130076;29/04/2009
15107;01/03/2009
64944;02/04/2010
29183;10/01/2011
43732;10/01/2011
84527;10/01/2011
20482;09/01/2011
10806;05/01/2011
141891;25/01/2011
137798;25/01/2011
118583;21/01/2011
107628;15/01/2011
88138;21/04/2011
74594;21/04/2011
28818;24/04/2011
140912;05/01/2011
10533;11/12/2010
44899;05/10/2010
129330;05/02/2010
54126;30/12/2010
28785;19/04/2011
32165;16/12/2010
89810;09/11/2009
40966;31/12/2010
47803;28/12/2010
46305;04/02/2010
35624;03/02/2010
141580;09/10/2009
100608;22/06/2009
30491;15/05/2009
75422;03/11/2009
4099;17/02/2010
81037;17/02/2010
12674;17/02/2010
31809;09/02/2010
70652;08/02/2010
131419;04/11/2008
133432;28/11/2008
86252;20/10/2008
89957;12/01/2009
93905;02/01/2009
53554;31/12/2009
97563;31/10/2010
142543;29/10/2010
97068;28/10/2010
2321;27/10/2010
97068;27/10/2010
96570;02/07/2009
106952;31/12/2009
15800;20/10/2010
68630;21/10/2010
5798;31/03/2011
30866;21/03/2011
29747;11/10/2010
12562;07/10/2010
66280;07/10/2010
140478;05/10/2010
46792;02/10/2010
85219;15/11/2010
21781;08/11/2010
122638;27/05/2010
124609;03/03/2011
139944;10/11/2010
36876;17/12/2010
10370;17/12/2010
147055;19/12/2010
83348;18/12/2010
83629;09/12/2010
117735;10/12/2010
121905;08/12/2010
93766;09/12/2010
89701;16/12/2010
53283;16/12/2010
73494;16/12/2010
6796;15/12/2010
77970;16/12/2010
60231;15/12/2010
107496;12/01/2010
98228;15/01/2010
117735;12/01/2010
143928;13/01/2010
57915;04/12/2010
52142;09/01/2010
44775;11/01/2010
15800;19/01/2010
8138;28/01/2010
5019;19/01/2010
28710;13/07/2010
137723;19/05/2010
97130;07/07/2010
97130;06/07/2010
140036;29/07/2010
17744;30/03/2010
11279;14/01/2010
44900;23/08/2010
144145;25/05/2010
144145;26/05/2010
144158;14/05/2010
141891;19/01/2011
115903;17/03/2011
64001;18/12/2010
8405;20/12/2010
90319;15/12/2010
19159;30/08/2010
114473;25/08/2010
44910;19/08/2010
126205;12/08/2010
21385;29/12/2010
117009;25/08/2009
131974;08/07/2009
130355;31/12/2010
85269;01/09/2009
12473;02/12/2010
43014;01/12/2010
85597;01/12/2010
36927;01/12/2010
85571;04/06/2009
34743;09/01/2009
81571;04/12/2010
91052;08/09/2010
105511;03/09/2010
61436;03/09/2010
83544;02/09/2010
88177;19/08/2010
24650;03/08/2010
124736;30/09/2010
21557;21/09/2010
36877;28/12/2010
50090;27/12/2010
94592;03/12/2010
72388;02/09/2010
120764;30/12/2010
90594;29/12/2010
117959;30/12/2010
128945;30/12/2010
28178;29/12/2010
91064;30/11/2010
113756;28/09/2010
40439;29/09/2010
117498;24/09/2010
110801;16/09/2010
97564;08/09/2010
74900;09/07/2010
60285;06/07/2010
79125;28/01/2011
69457;29/11/2010
37637;26/11/2010
51011;25/11/2010
32721;23/02/2009
143562;12/02/2009
143565;16/02/2009
144568;26/01/2011
68021;24/01/2011
51137;26/04/2011
41626;15/04/2011
54365;15/04/2011
117635;14/04/2011
28388;04/12/2010
130106;07/05/2009
130105;07/05/2009
93694;14/05/2009
39175;12/05/2009
10777;12/05/2009
129943;07/05/2009
129942;07/05/2009
129941;07/05/2009
129940;07/05/2009
132183;07/05/2009
132186;07/05/2009
132187;07/05/2009
138311;19/08/2009
105327;14/08/2009
92601;10/08/2009
146489;06/08/2009
117416;29/09/2009
136003;08/09/2009
86118;05/09/2009
145055;26/08/2009
59859;21/08/2009
104825;24/07/2009
24653;23/07/2009
6710;17/07/2009
2912;10/07/2009
60274;04/09/2009
32159;11/04/2008
143605;07/04/2008
142049;30/09/2009
26208;15/07/2009
141553;02/04/2008
131919;28/04/2008
85654;22/04/2008
66288;04/01/2009
113151;06/01/2009
56472;05/01/2009
64232;05/01/2009
112215;04/01/2009
59292;07/01/2009
18927;08/01/2009
134922;03/12/2008
136605;15/12/2008
87700;31/12/2008
97949;27/12/2008
140481;02/01/2009
34030;06/01/2009
116960;10/04/2009
24756;29/12/2008
79840;29/12/2008
108460;30/12/2008
35774;28/12/2008
9132;29/12/2008
59839;30/12/2008
58141;30/12/2008
117924;30/12/2008
57193;18/12/2008
6610;04/04/2008
11642;07/04/2008
116902;20/12/2007
133442;31/12/2007
63552;20/12/2007
12608;11/01/2007
53289;26/12/2008
105424;25/04/2009
140919;25/12/2008
124238;22/12/2008
84255;24/12/2006
84755;01/12/2006
9692;06/12/2006
74746;17/12/2008
100420;16/12/2008
101619;12/12/2008
92440;26/12/2006
2118;12/12/2006
117783;05/10/2006
121355;28/10/2006
97487;27/10/2006
135537;19/10/2006
14679;03/08/2006
43354;09/08/2006
110969;16/10/2009
30920;12/10/2009
140245;10/09/2006
18792;09/08/2006
120085;07/08/2006
144660;23/10/2009
30110;31/10/2009
30963;29/10/2009
2593;20/10/2009
52572;26/10/2009
486;24/12/2006
107079;24/12/2006
22060;27/10/2009
112546;13/10/2009
12047;23/12/2006
92920;28/12/2006
135537;10/07/2006
86810;23/12/2006
89619;27/12/2006
111800;28/12/2006
45341;28/12/2006
92250;27/06/2006
98186;09/06/2006
69954;14/09/2009
2060;15/08/2006
27464;12/08/2006
86161;01/05/2006
99340;22/04/2009
9408;03/06/2009
91242;27/06/2009
143870;16/06/2009
129081;15/06/2009
130529;21/06/2009
107595;20/02/2009
537;16/08/2006
41525;09/04/2009
70892;02/04/2009
25449;02/04/2009
91747;26/03/2009
2105;01/07/2009
40554;12/05/2009
82475;04/12/2008
70235;05/08/2006
78201;08/08/2006
30489;15/10/2009
116954;29/12/2008
55691;31/12/2008
135609;29/12/2008
42299;25/12/2008
66120;19/12/2008
92891;19/12/2008
99509;01/12/2008
145562;25/11/2008
27243;24/10/2008
41785;29/05/2009
131950;13/05/2009
31994;02/12/2008
87476;28/10/2008
35621;27/10/2008
116830;12/07/2011
78623;12/07/2011
96494;08/07/2011
20982;05/07/2011
144034;23/06/2011
86751;13/02/2012
145702;06/07/2011
135384;06/07/2011
46306;04/07/2011
80713;20/07/2011
35064;09/02/2012
124776;27/10/2011
97948;22/05/2012
75129;13/02/2012
16263;10/02/2012
98767;13/02/2012
136802;09/02/2012
85972;09/02/2012
16263;09/02/2012
51250;13/12/2012
11021;13/12/2012
95130;12/12/2012
51569;12/12/2012
35134;12/12/2012
83447;17/12/2012
23846;14/12/2012
145937;14/12/2012
86939;14/12/2012
25583;03/12/2012
60101;01/12/2012
35373;01/12/2012
45241;25/03/2011
141970;23/03/2011
9464;10/12/2012
21734;09/12/2012
548;06/12/2012
99617;18/03/2011
59677;14/03/2011
124235;27/07/2010
59679;14/03/2011
142594;10/03/2011
44925;09/03/2011
17057;04/03/2011
5227;15/02/2011
130014;25/03/2011
49404;06/06/2012
49404;05/06/2012
83343;05/06/2012
87481;26/02/2013
94702;28/02/2013
4812;22/02/2013
126209;22/02/2013
145566;19/12/2012
5560;10/12/2012
94402;11/12/2012
22411;19/07/2010
94938;09/07/2010
20027;26/02/2013
30645;03/06/2012
15799;11/06/2012
79141;10/02/2013
22117;13/02/2013
94048;05/02/2013
145566;11/02/2013
28150;12/02/2013
24528;12/10/2011
140009;07/09/2009
