IDTC;DDCC
3248;20/03/2007
3248;13/08/2008
87;17/04/2000
90;14/10/2008
337;11/12/2008
3411;16/07/1999
3418;12/09/1997
3527;01/03/2005
3597;30/05/2002
3750;23/04/1998
3750;02/01/2007
3759;04/10/2006
382;27/01/2000
384;06/06/2005
3853;07/04/2005
3856;16/04/2002
3881;27/12/1996
3888;14/08/1997
401;14/04/2004
4126;19/02/2008
4145;23/02/2007
4230;04/02/2005
4240;17/05/2005
4241;26/12/2007
432;30/12/1996
99;23/03/1999
103;07/12/2004
4528;22/01/2004
4531;29/07/1996
4535;17/11/2004
4543;20/03/2007
4620;09/01/2008
4622;12/11/2008
4652;27/05/2003
4665;06/11/2001
5066;30/01/1992
5068;26/06/2008
5078;10/06/2008
5175;12/06/2001
5176;20/12/1994
5177;14/02/2007
5200;31/07/2006
5221;26/06/2000
5244;11/02/1991
5304;19/06/2008
512;04/09/1998
5343;06/02/2006
