IDTC;DDCC
214;16/12/2010
599;20/03/2012
21457;01/05/2008
27037;19/11/2013
6618;06/12/2012
34858;20/02/2013
18754;01/07/2008
16881;30/11/2008
15864;26/01/2009
4796;20/10/2015
1005;17/09/2015
13144;20/05/2015
6922;07/02/2015
13591;09/03/2015
13373;01/12/2015
33253;05/07/2015
38498;26/01/2016
2215;01/08/2015
20780;16/03/2016
32681;04/09/2009
23833;08/12/2014
18374;07/11/2014
27022;19/12/2009
6624;23/01/2012
10995;11/01/2010
20768;20/12/2013
20114;12/12/2012
30026;31/01/2012
30634;20/01/2011
14567;17/09/2010
5367;07/05/2010
18743;14/01/2014
733;27/01/2010
16124;21/07/2009
16850;16/11/2010
18835;15/01/2010
34625;21/04/2008
6927;13/11/2012
2909;29/05/2013
20509;06/09/2010
26341;05/12/2011
10588;28/12/2010
33182;19/01/2010
12734;30/06/2010
17096;07/12/2008
19452;26/02/2008
19717;23/01/2012
27900;23/05/2013
35860;26/03/2008
31239;04/10/2013
16573;18/02/2013
274;25/01/2008
34804;14/02/2012
1549;13/01/2012
31122;02/09/2010
19005;28/03/2008
19697;18/02/2010
1199;12/08/2013
24835;12/07/2012
609;03/02/2012
31921;22/03/2012
38437;18/11/2009
17568;29/01/2009
31264;11/12/2012
10954;15/02/2008
15235;31/12/2009
20808;19/12/2009
22986;27/09/2012
14232;21/01/2009
31440;27/01/2014
29182;05/03/2013
11220;16/11/2011
36156;05/03/2013
10760;12/09/2012
34881;17/07/2009
34871;12/04/2012
34874;12/12/2013
10741;14/03/2012
19944;27/07/2015
17086;05/02/2015
38384;22/06/2015
1212;12/08/2015
25093;08/04/2015
23516;10/06/2015
1015;16/02/2015
12037;08/01/2015
31799;13/02/2015
14926;04/05/2015
34810;06/12/2015
17439;24/03/2016
13101;29/01/2009
5498;19/09/2014
6950;03/11/2014
32018;23/01/2012
4621;12/04/2012
29501;22/02/2012
35442;14/03/2008
20741;10/10/2011
2413;08/01/2008
16085;18/12/2013
28071;14/12/2011
36069;13/02/2008
34518;02/01/2012
31189;02/05/2012
2576;08/11/2007
17362;26/02/2013
4473;04/06/2008
19506;03/09/2014
18704;13/11/2009
6541;27/10/2010
34500;23/11/2012
20263;22/10/2009
3779;17/02/2008
26350;29/12/2008
13352;14/02/2012
3106;27/09/2013
33459;17/03/2009
20557;23/03/2011
31234;25/03/2013
18823;26/06/2013
38449;26/11/2012
19496;15/12/2008
27659;22/05/2012
17704;01/03/2012
19700;22/09/2010
13370;17/12/2007
34545;19/03/2012
17409;15/01/2009
32558;13/05/2013
17617;27/04/2012
2391;31/01/2007
8719;29/05/2008
19869;04/02/2014
12794;20/03/2013
595;29/11/2012
8719;11/10/2008
31040;24/03/2007
18416;25/01/2010
19328;31/05/2011
18441;28/05/2013
29177;22/12/2009
34881;23/05/2008
34164;03/07/2014
20265;21/04/2010
19137;29/01/2015
9447;15/01/2015
20309;09/01/2015
25234;04/02/2015
13245;05/03/2015
20768;23/02/2015
2468;22/01/2016
30333;11/03/2016
15770;11/04/2016
37106;19/01/2010
18281;01/01/2011
6628;11/11/2011
18266;03/09/2014
14151;09/10/2014
30069;27/03/2007
12145;30/12/2008
2684;14/08/2014
30353;17/06/2013
17046;01/03/2007
4799;05/12/2011
16085;29/06/2012
30124;13/11/2007
2479;08/08/2013
34524;04/02/2011
1394;04/06/2013
13719;29/04/2011
17362;10/02/2012
31196;18/12/2009
19335;26/12/2009
2782;06/01/2011
30118;17/11/2011
26481;05/01/2009
24751;20/02/2010
15072;27/01/2009
22704;15/03/2010
1451;14/09/2012
3349;11/02/2009
805;04/04/2013
2624;09/01/2009
19317;24/12/2009
13518;13/08/2009
18414;12/11/2008
16387;08/02/2011
19443;25/01/2013
19702;25/02/2014
21044;22/02/2012
23609;24/09/2013
14235;05/01/2012
14237;02/05/2012
19733;11/01/2007
34861;24/10/2008
2389;22/11/2007
18793;15/09/2010
34192;12/12/2012
19475;25/01/2013
13112;15/12/2011
27039;11/06/2009
36105;26/10/2010
28346;19/12/2007
19708;11/01/2010
706;15/01/2008
3147;26/11/2013
18828;30/10/2011
7918;01/09/2014
6159;04/03/2015
25695;18/11/2015
24748;19/10/2015
35569;18/03/2015
20112;24/02/2015
15444;06/02/2015
16366;08/12/2015
31541;24/03/2007
31189;30/03/2011
14448;20/01/2008
19932;12/06/2012
2499;22/04/2009
2684;26/11/2008
23313;04/04/2008
7175;23/11/2013
7514;19/08/2008
736;21/08/2008
18722;29/11/2011
17527;07/08/2009
23570;22/09/2009
26348;22/02/2013
6012;03/08/2009
13767;27/02/2012
28668;08/01/2009
19880;02/01/2007
19889;28/11/2008
17094;06/03/2012
24420;19/03/2012
32568;03/07/2009
22175;15/07/2011
32601;30/06/2008
16542;18/03/2008
34863;17/12/2009
2386;19/10/2009
2394;27/01/2014
18781;07/10/2009
18765;23/10/2009
5402;19/04/2012
19736;14/11/2011
15864;10/06/2014
28563;19/03/2012
12218;11/12/2010
4477;31/01/2011
18420;29/07/2013
2552;04/04/2014
22988;29/02/2008
6621;03/12/2008
1790;15/03/2010
31314;01/09/2008
34867;19/02/2007
34871;10/02/2014
15073;09/05/2007
11660;10/02/2012
303;15/12/2014
15448;06/05/2015
9237;10/12/2014
10811;02/11/2015
22570;15/01/2016
24368;20/01/2016
9888;28/01/2016
7991;10/02/2016
216;09/03/2016
36173;07/06/2016
20811;10/11/2009
5364;04/02/2008
22093;01/02/2011
20558;21/01/2011
33217;15/01/2013
5761;30/04/2014
35738;17/03/2014
3599;19/09/2011
304;12/03/2007
20087;23/01/2013
35805;09/07/2009
4920;06/01/2008
12040;04/02/2014
28777;20/01/2012
18290;13/12/2011
7903;17/07/2012
24747;31/01/2008
14422;26/01/2007
32368;26/03/2012
16768;28/01/2013
29089;12/09/2013
16384;09/02/2008
2751;09/04/2008
27912;26/11/2007
19712;19/08/2012
21811;10/02/2009
19117;14/10/2014
24337;19/01/2009
1702;25/11/2008
15788;12/07/2012
9829;30/01/2013
23560;06/01/2014
14226;23/11/2012
37275;29/08/2013
5397;19/04/2012
12508;03/02/2011
10162;08/12/2011
32715;26/10/2012
10942;25/08/2008
22212;24/11/2007
21817;07/04/2010
19994;03/03/2014
28072;01/04/2014
39301;27/08/2009
8271;25/11/2011
22990;20/12/2011
22988;02/07/2013
2393;06/03/2007
36109;06/06/2007
15240;22/07/2008
17450;15/10/2013
28350;25/02/2009
24123;09/12/2011
18774;16/05/2008
1514;14/09/2009
23962;12/04/2011
19932;08/09/2015
2386;06/02/2015
22136;04/09/2015
1391;24/10/2015
26454;14/08/2015
31034;12/02/2015
1392;30/11/2015
19705;16/09/2014
26004;29/03/2016
14061;02/03/2016
5384;10/05/2016
33181;05/04/2016
34567;13/10/2014
28269;22/08/2014
10722;20/11/2014
18737;26/09/2014
89;21/01/2013
35436;27/06/2013
23609;10/11/2010
27018;17/05/2013
25296;30/06/2014
18546;21/07/2014
10906;19/03/2012
8141;15/10/2013
34872;22/12/2010
17225;13/07/2013
31189;17/08/2011
19687;08/11/2010
6908;11/09/2013
474;18/12/2007
7511;11/06/2013
32610;12/03/2013
2593;08/02/2012
27051;18/01/2012
26356;15/04/2009
26345;05/09/2014
33187;19/08/2010
13321;22/08/2014
19862;02/03/2011
19318;19/12/2013
10678;08/07/2013
27102;09/11/2009
18825;01/12/2010
16886;27/06/2012
13461;23/11/2010
20099;24/09/2013
38441;02/05/2012
5390;09/05/2007
7177;15/06/2010
1585;07/11/2008
18925;21/12/2010
22838;15/07/2013
10218;27/02/2008
18787;27/01/2011
18779;23/08/2011
10599;10/02/2014
18801;03/01/2008
5396;02/01/2014
38423;02/11/2010
14094;11/01/2010
26454;14/05/2007
9290;19/02/2014
18797;19/03/2012
33283;01/03/2012
6910;07/02/2011
13717;15/04/2011
15231;23/06/2009
14224;16/07/2010
19266;01/12/2008
20975;27/02/2012
33213;15/09/2010
6933;30/11/2012
30169;19/10/2012
12009;21/03/2012
28295;18/02/2008
8265;13/12/2013
8053;09/02/2015
16761;26/08/2015
17511;24/02/2014
8798;14/04/2015
8958;13/11/2015
9885;07/02/2015
5098;28/09/2015
17617;10/12/2014
38432;30/11/2015
31920;04/11/2015
7885;04/02/2016
21351;07/03/2016
34857;30/12/2015
15793;15/03/2016
13519;19/04/2016
22201;15/03/2016
24390;05/01/2016
526;20/06/2010
