IDT;DIAMETRE;DDP;MATERIAU;MATAGE
259;110;01/01/2006;PVC;PVC19902020
260;110;01/01/2006;PVC;PVC19902020
261;110;01/01/2006;PVC;PVC19902020
262;110;01/01/2006;PVC;PVC19902020
263;110;01/01/2006;PVC;PVC19902020
264;110;01/01/2006;PVC;PVC19902020
265;110;01/01/2006;PVC;PVC19902020
266;110;01/01/2006;PVC;PVC19902020
267;110;01/01/2006;PVC;PVC19902020
268;110;01/01/2006;PVC;PVC19902020
269;110;01/01/2006;PVC;PVC19902020
270;110;01/01/2006;PVC;PVC19902020
271;110;01/01/2006;PVC;PVC19902020
272;110;01/01/2006;PVC;PVC19902020
273;110;01/01/2006;PVC;PVC19902020
274;110;01/01/2006;PVC;PVC19902020
275;110;01/01/2006;PVC;PVC19902020
276;110;01/01/2006;PVC;PVC19902020
277;110;01/01/2006;PVC;PVC19902020
278;110;01/01/2006;PVC;PVC19902020
279;110;01/01/2006;PVC;PVC19902020
280;110;01/01/2006;PVC;PVC19902020
281;110;01/01/2006;PVC;PVC19902020
282;110;01/01/2006;PVC;PVC19902020
283;110;01/01/2006;PVC;PVC19902020
284;110;01/01/2006;PVC;PVC19902020
285;110;01/01/2006;PVC;PVC19902020
286;110;01/01/2006;PVC;PVC19902020
287;110;01/01/2006;PVC;PVC19902020
288;110;01/01/2006;PVC;PVC19902020
289;110;01/01/2006;PVC;PVC19902020
290;110;01/01/2006;PVC;PVC19902020
291;110;01/01/2006;PVC;PVC19902020
292;110;01/01/2006;PVC;PVC19902020
293;110;01/01/2006;PVC;PVC19902020
294;110;01/01/2006;PVC;PVC19902020
295;125;01/01/2007;PVC;PVC19902020
296;125;01/01/2007;PVC;PVC19902020
297;125;01/01/2007;PVC;PVC19902020
298;125;01/01/2007;PVC;PVC19902020
299;125;01/01/2007;PVC;PVC19902020
300;63;01/01/2007;PVC;PVC19902020
301;50;01/01/1967;PVC;PVC19481970
302;50;01/01/1967;PVC;PVC19481970
303;50;01/01/1967;PVC;PVC19481970
304;63;01/01/2005;INCONNU;r
305;63;01/01/2005;INCONNU;r
306;63;01/01/2005;INCONNU;r
307;63;01/01/2005;INCONNU;r
308;63;01/01/2005;INCONNU;r
309;63;01/01/2005;INCONNU;r
310;125;01/01/2007;PVC;PVC19902020
311;125;01/01/2007;PVC;PVC19902020
312;125;01/01/2007;PVC;PVC19902020
313;125;01/01/2007;PVC;PVC19902020
314;125;01/01/2007;PVC;PVC19902020
315;125;01/01/2007;PVC;PVC19902020
316;125;01/01/2007;PVC;PVC19902020
317;125;01/01/2007;PVC;PVC19902020
318;125;01/01/2007;PVC;PVC19902020
319;63;01/01/2006;PVC;PVC19902020
320;63;01/01/2006;PVC;PVC19902020
321;63;01/01/2006;PVC;PVC19902020
322;63;01/01/2006;PVC;PVC19902020
323;63;01/01/2006;PVC;PVC19902020
324;63;01/01/2006;PVC;PVC19902020
325;63;01/01/2006;PVC;PVC19902020
326;63;01/01/2006;PVC;PVC19902020
327;63;01/01/2006;PVC;PVC19902020
328;110;01/01/2006;PVC;PVC19902020
329;110;01/01/2006;PVC;PVC19902020
330;110;01/01/2006;PVC;PVC19902020
331;110;01/01/2006;PVC;PVC19902020
332;50;01/01/2006;PEHD;PEHD19952020
333;50;01/01/2006;PEHD;PEHD19952020
334;50;01/01/2006;PEHD;PEHD19952020
335;50;01/01/2006;PEHD;PEHD19952020
336;50;01/01/2006;PEHD;PEHD19952020
337;50;01/01/2006;PEHD;PEHD19952020
338;50;01/01/2006;PEHD;PEHD19952020
339;50;01/01/2006;PEHD;PEHD19952020
340;50;01/01/2006;PEHD;PEHD19952020
341;50;01/01/2006;PEHD;PEHD19952020
342;50;01/01/2006;PEHD;PEHD19952020
343;50;01/01/2006;PEHD;PEHD19952020
344;50;01/01/2006;PEHD;PEHD19952020
345;63;01/01/2006;PVC;PVC19902020
346;63;01/01/2006;PVC;PVC19902020
347;63;01/01/2006;PVC;PVC19902020
348;63;01/01/2006;PVC;PVC19902020
349;63;01/01/2006;PVC;PVC19902020
350;63;01/01/2006;PVC;PVC19902020
351;50;01/01/1967;PVC;PVC19481970
352;50;01/01/1967;PVC;PVC19481970
353;50;01/01/1967;PVC;PVC19481970
354;50;01/01/1967;PVC;PVC19481970
355;50;01/01/1967;PVC;PVC19481970
356;50;01/01/1967;PVC;PVC19481970
357;50;01/01/1967;PVC;PVC19481970
358;50;01/01/1967;PVC;PVC19481970
359;50;01/01/1967;PVC;PVC19481970
360;50;01/01/1967;PVC;PVC19481970
361;50;01/01/1967;PVC;PVC19481970
362;50;01/01/1967;PVC;PVC19481970
363;50;01/01/1967;PVC;PVC19481970
364;50;01/01/1967;PVC;PVC19481970
365;50;01/01/1967;PVC;PVC19481970
366;50;01/01/1967;PVC;PVC19481970
367;50;01/01/1967;PVC;PVC19481970
368;50;01/01/1967;PVC;PVC19481970
369;50;01/01/1967;PVC;PVC19481970
370;63;01/01/1967;PVC;PVC19481970
371;63;01/01/1967;PVC;PVC19481970
372;63;01/01/1967;PVC;PVC19481970
373;63;01/01/1967;PVC;PVC19481970
374;63;01/01/1967;PVC;PVC19481970
375;63;01/01/1967;PVC;PVC19481970
376;63;01/01/1967;PVC;PVC19481970
377;63;01/01/1967;PVC;PVC19481970
378;63;01/01/1967;PVC;PVC19481970
379;63;01/01/1967;PVC;PVC19481970
380;63;01/01/1967;PVC;PVC19481970
381;60;01/01/2006;PVC;PVC19902020
382;60;01/01/2006;PVC;PVC19902020
383;60;01/01/2006;PVC;PVC19902020
384;60;01/01/2006;PVC;PVC19902020
385;60;01/01/2006;PVC;PVC19902020
386;75;01/01/2006;PVC;PVC19902020
387;90;01/01/2006;PVC;PVC19902020
388;90;01/01/2006;PVC;PVC19902020
389;90;01/01/2006;PVC;PVC19902020
390;90;01/01/2006;PVC;PVC19902020
391;90;01/01/2006;PVC;PVC19902020
392;90;01/01/2006;PVC;PVC19902020
393;90;01/01/2006;PVC;PVC19902020
394;90;01/01/2006;PVC;PVC19902020
395;90;01/01/2006;PVC;PVC19902020
396;90;01/01/2006;PVC;PVC19902020
397;90;01/01/2006;PVC;PVC19902020
398;90;01/01/2006;PVC;PVC19902020
399;90;01/01/2006;PVC;PVC19902020
400;90;01/01/2006;PVC;PVC19902020
401;90;01/01/2006;PVC;PVC19902020
402;75;01/01/2005;PVC;PVC19902020
403;75;01/01/2005;PVC;PVC19902020
404;75;01/01/2005;PVC;PVC19902020
405;90;01/01/1969;PVC;PVC19481970
406;90;01/01/1969;PVC;PVC19481970
407;90;01/01/1969;PVC;PVC19481970
408;90;01/01/1969;PVC;PVC19481970
409;90;01/01/1969;PVC;PVC19481970
410;90;01/01/1969;PVC;PVC19481970
411;90;01/01/1969;PVC;PVC19481970
412;90;01/01/1969;PVC;PVC19481970
413;90;01/01/1969;PVC;PVC19481970
414;90;01/01/1969;PVC;PVC19481970
415;90;01/01/1969;PVC;PVC19481970
416;90;01/01/1969;PVC;PVC19481970
417;90;01/01/1969;PVC;PVC19481970
418;90;01/01/1969;PVC;PVC19481970
419;90;01/01/1969;PVC;PVC19481970
420;90;01/01/1969;PVC;PVC19481970
421;90;01/01/1969;PVC;PVC19481970
422;90;01/01/1969;PVC;PVC19481970
423;90;01/01/1969;PVC;PVC19481970
424;90;01/01/1969;PVC;PVC19481970
425;90;01/01/1969;PVC;PVC19481970
426;90;01/01/1969;PVC;PVC19481970
427;125;01/01/2004;PVC;PVC19902020
428;125;01/01/2004;PVC;PVC19902020
429;125;01/01/2004;PVC;PVC19902020
430;125;01/01/2004;PVC;PVC19902020
431;125;01/01/2004;PVC;PVC19902020
432;125;01/01/2007;PVC;PVC19902020
433;125;01/01/2007;PVC;PVC19902020
434;125;01/01/2007;PVC;PVC19902020
435;125;01/01/2007;PVC;PVC19902020
436;125;01/01/2007;PVC;PVC19902020
437;125;01/01/2007;PVC;PVC19902020
438;125;01/01/2007;PVC;PVC19902020
439;125;01/01/2007;PVC;PVC19902020
440;125;01/01/2007;PVC;PVC19902020
441;125;01/01/2007;PVC;PVC19902020
442;125;01/01/2007;PVC;PVC19902020
443;125;01/01/2007;PVC;PVC19902020
444;125;01/01/2007;PVC;PVC19902020
445;125;01/01/2007;PVC;PVC19902020
446;125;01/01/2007;PVC;PVC19902020
447;125;01/01/2007;PVC;PVC19902020
448;125;01/01/2007;PVC;PVC19902020
449;125;01/01/2007;PVC;PVC19902020
450;125;01/01/2007;PVC;PVC19902020
451;125;01/01/2007;PVC;PVC19902020
452;125;01/01/2007;PVC;PVC19902020
453;125;01/01/2007;PVC;PVC19902020
454;125;01/01/2007;PVC;PVC19902020
455;125;01/01/2007;PVC;PVC19902020
456;75;01/01/1979;PVC;PVC19701990
457;75;01/01/1979;PVC;PVC19701990
458;75;01/01/1979;PVC;PVC19701990
459;75;01/01/1979;PVC;PVC19701990
460;75;01/01/1979;PVC;PVC19701990
461;75;01/01/1979;PVC;PVC19701990
462;75;01/01/1979;PVC;PVC19701990
463;75;01/01/1979;PVC;PVC19701990
464;75;01/01/1979;PVC;PVC19701990
465;75;01/01/1979;PVC;PVC19701990
466;75;01/01/1979;PVC;PVC19701990
467;75;01/01/1979;PVC;PVC19701990
468;75;01/01/1979;PVC;PVC19701990
469;75;01/01/1979;PVC;PVC19701990
470;90;01/01/2007;PVC;PVC19902020
471;90;01/01/2007;PVC;PVC19902020
472;90;01/01/1995;PVC;PVC19902020
473;90;01/01/1995;PVC;PVC19902020
474;90;01/01/1995;PVC;PVC19902020
475;90;01/01/1995;PVC;PVC19902020
476;90;01/01/1995;PVC;PVC19902020
477;90;01/01/1995;PVC;PVC19902020
478;90;01/01/1995;PVC;PVC19902020
479;90;01/01/1995;PVC;PVC19902020
480;90;01/01/1995;PVC;PVC19902020
481;90;01/01/1995;PVC;PVC19902020
482;90;01/01/1995;PVC;PVC19902020
483;90;01/01/1995;PVC;PVC19902020
484;90;01/01/1995;PVC;PVC19902020
485;90;01/01/1995;PVC;PVC19902020
486;90;01/01/1995;PVC;PVC19902020
487;90;01/01/1995;PVC;PVC19902020
488;90;01/01/1995;PVC;PVC19902020
489;90;01/01/1995;PVC;PVC19902020
490;90;01/01/1995;PVC;PVC19902020
491;90;01/01/1995;PVC;PVC19902020
492;90;01/01/1995;PVC;PVC19902020
493;90;01/01/1995;PVC;PVC19902020
494;90;01/01/1995;PVC;PVC19902020
495;90;01/01/1995;PVC;PVC19902020
496;90;01/01/1995;PVC;PVC19902020
497;90;01/01/1995;PVC;PVC19902020
498;90;01/01/1995;PVC;PVC19902020
499;90;01/01/1995;PVC;PVC19902020
500;90;01/01/1995;PVC;PVC19902020
501;90;01/01/1995;PVC;PVC19902020
502;90;01/01/1995;PVC;PVC19902020
503;90;01/01/1995;PVC;PVC19902020
504;90;01/01/1995;PVC;PVC19902020
505;63;01/01/2007;PVC;PVC19902020
506;63;01/01/2007;PVC;PVC19902020
507;63;01/01/2007;PVC;PVC19902020
508;63;01/01/2007;PVC;PVC19902020
509;63;01/01/2007;PVC;PVC19902020
510;63;01/01/2007;PVC;PVC19902020
511;63;01/01/2007;PVC;PVC19902020
512;63;01/01/2007;PVC;PVC19902020
513;90;01/01/1981;PVC;PVC19701990
514;90;01/01/1981;PVC;PVC19701990
515;90;01/01/1981;PVC;PVC19701990
516;90;01/01/1981;PVC;PVC19701990
517;90;01/01/1981;PVC;PVC19701990
518;90;01/01/1981;PVC;PVC19701990
519;90;01/01/1981;PVC;PVC19701990
520;90;01/01/1981;PVC;PVC19701990
521;90;01/01/1981;PVC;PVC19701990
522;90;01/01/1981;PVC;PVC19701990
523;90;01/01/1981;PVC;PVC19701990
524;90;01/01/1981;PVC;PVC19701990
525;90;01/01/1981;PVC;PVC19701990
526;90;01/01/1981;PVC;PVC19701990
527;90;01/01/1981;PVC;PVC19701990
528;90;01/01/1981;PVC;PVC19701990
529;90;01/01/1981;PVC;PVC19701990
530;90;01/01/1981;PVC;PVC19701990
531;90;01/01/1981;PVC;PVC19701990
532;90;01/01/1981;PVC;PVC19701990
533;90;01/01/1981;PVC;PVC19701990
534;90;01/01/1981;PVC;PVC19701990
535;90;01/01/1981;PVC;PVC19701990
536;90;01/01/1981;PVC;PVC19701990
537;90;01/01/1981;PVC;PVC19701990
538;90;01/01/1981;PVC;PVC19701990
539;90;01/01/1981;PVC;PVC19701990
540;90;01/01/1981;PVC;PVC19701990
541;90;01/01/1981;PVC;PVC19701990
542;90;01/01/1981;PVC;PVC19701990
543;90;01/01/1981;PVC;PVC19701990
544;90;01/01/1981;PVC;PVC19701990
545;90;01/01/1981;PVC;PVC19701990
546;90;01/01/1981;PVC;PVC19701990
547;90;01/01/1981;PVC;PVC19701990
548;90;01/01/1981;PVC;PVC19701990
549;90;01/01/1981;PVC;PVC19701990
550;90;01/01/1981;PVC;PVC19701990
551;90;01/01/1981;PVC;PVC19701990
552;90;01/01/1981;PVC;PVC19701990
553;90;01/01/1981;PVC;PVC19701990
554;90;01/01/1981;PVC;PVC19701990
555;90;01/01/1981;PVC;PVC19701990
556;90;01/01/1981;PVC;PVC19701990
557;90;01/01/1981;PVC;PVC19701990
558;90;01/01/1981;PVC;PVC19701990
559;90;01/01/1981;PVC;PVC19701990
560;90;01/01/1981;PVC;PVC19701990
561;90;01/01/1981;PVC;PVC19701990
562;90;01/01/1981;PVC;PVC19701990
563;90;01/01/1981;PVC;PVC19701990
564;90;01/01/1981;PVC;PVC19701990
565;90;01/01/1981;PVC;PVC19701990
566;90;01/01/1981;PVC;PVC19701990
567;90;01/01/1981;PVC;PVC19701990
568;90;01/01/1981;PVC;PVC19701990
569;90;01/01/1981;PVC;PVC19701990
570;90;01/01/1981;PVC;PVC19701990
571;90;01/01/1981;PVC;PVC19701990
572;90;01/01/1981;PVC;PVC19701990
573;90;01/01/1981;PVC;PVC19701990
574;90;01/01/1981;PVC;PVC19701990
575;90;01/01/1981;PVC;PVC19701990
576;90;01/01/1981;PVC;PVC19701990
577;63;01/01/2000;PVC;PVC19902020
578;63;01/01/2000;PVC;PVC19902020
579;63;01/01/2000;PVC;PVC19902020
580;63;01/01/2000;PVC;PVC19902020
581;125;01/01/2007;PVC;PVC19902020
582;125;01/01/2007;PVC;PVC19902020
583;125;01/01/2007;PVC;PVC19902020
584;125;01/01/2007;PVC;PVC19902020
585;125;01/01/2007;PVC;PVC19902020
586;125;01/01/2007;PVC;PVC19902020
587;125;01/01/2007;PVC;PVC19902020
588;125;01/01/2007;PVC;PVC19902020
589;125;01/01/2007;PVC;PVC19902020
590;125;01/01/2007;PVC;PVC19902020
591;125;01/01/2007;PVC;PVC19902020
592;125;01/01/2007;PVC;PVC19902020
593;125;01/01/2007;PVC;PVC19902020
594;125;01/01/2007;PVC;PVC19902020
595;125;01/01/2007;PVC;PVC19902020
596;125;01/01/2007;PVC;PVC19902020
597;125;01/01/2007;PVC;PVC19902020
598;125;01/01/2007;PVC;PVC19902020
599;125;01/01/2007;PVC;PVC19902020
600;125;01/01/2007;PVC;PVC19902020
601;125;01/01/2007;PVC;PVC19902020
602;125;01/01/2007;PVC;PVC19902020
603;125;01/01/2007;PVC;PVC19902020
604;125;01/01/2007;PVC;PVC19902020
605;125;01/01/2007;PVC;PVC19902020
