IDTC;DDCC
35515;01/01/2006
12886;29/05/2001
13838;01/01/2002
13763;22/02/2002
14031;28/08/2002
12839;29/08/2002
70154;30/08/2002
12839;22/02/2003
12168;25/02/2003
13939;05/08/2003
6416;07/12/2003
13959;26/01/2004
37026;28/01/2004
12837;20/10/2004
69004;17/11/2004
12535;01/12/2004
13748;14/12/2004
13948;23/12/2004
6257;18/11/2005
36710;29/11/2005
36824;01/12/2005
12878;03/01/2006
36795;15/01/2006
36819;16/01/2006
6417;28/01/2006
15564;25/09/2001
39742;23/11/2001
53231;15/12/2001
29771;18/12/2001
39731;20/12/2001
15575;11/01/2002
61549;12/03/2002
32703;22/02/2003
32702;26/02/2003
53495;23/10/2003
53165;21/11/2003
15433;28/11/2003
15632;01/12/2003
15631;08/12/2003
32705;17/02/2004
30687;28/10/2005
53481;30/01/2006
32406;03/02/2006
15564;10/04/2006
5389;01/01/2001
55998;16/01/2001
5404;16/01/2001
55631;17/01/2001
32251;17/01/2001
3542;25/01/2001
48566;06/02/2001
64605;09/02/2001
54056;16/02/2001
40076;20/02/2001
26921;27/02/2001
5393;05/04/2001
56365;06/04/2001
28967;13/04/2001
48233;02/08/2001
31075;07/11/2001
52320;11/11/2001
52320;11/11/2001
55912;14/11/2001
42245;14/11/2001
4534;14/11/2001
4534;14/11/2001
56717;16/11/2001
48204;02/12/2001
32908;02/12/2001
14941;03/12/2001
56630;14/12/2001
30142;14/12/2001
31971;16/12/2001
41799;18/12/2001
54046;18/12/2001
56569;18/12/2001
32553;18/12/2001
943;19/12/2001
32211;19/12/2001
30387;19/12/2001
59802;19/12/2001
29965;19/12/2001
30022;19/12/2001
52179;20/12/2001
33164;20/12/2001
32079;21/12/2001
67234;21/12/2001
57222;23/12/2001
15452;24/12/2001
33063;24/12/2001
17994;26/12/2001
13;26/12/2001
64003;26/12/2001
63991;27/12/2001
3327;28/12/2001
29856;31/12/2001
63987;02/01/2002
27608;02/01/2002
52382;04/01/2002
28778;04/01/2002
57168;04/01/2002
30402;05/01/2002
32908;07/01/2002
14941;07/01/2002
46856;07/01/2002
61852;08/01/2002
48350;08/01/2002
56207;08/01/2002
66453;09/01/2002
41562;10/01/2002
64619;11/01/2002
60889;14/01/2002
63681;14/01/2002
28751;14/01/2002
48067;17/01/2002
14179;25/01/2002
52024;25/01/2002
46839;21/02/2002
46839;21/02/2002
46839;22/02/2002
46839;22/02/2002
30421;11/03/2002
51921;12/03/2002
14941;20/04/2002
29110;30/04/2002
14941;03/05/2002
8946;31/05/2002
48675;05/06/2002
71767;27/06/2002
30405;29/06/2002
8946;05/07/2002
17905;14/07/2002
72503;20/07/2002
30078;05/08/2002
29135;06/08/2002
32668;20/08/2002
28930;26/08/2002
14575;28/08/2002
51509;09/09/2002
54896;17/09/2002
55732;04/10/2002
54691;11/11/2002
32081;11/12/2002
72476;11/12/2002
64155;13/12/2002
42318;15/12/2002
27640;10/01/2003
56622;19/01/2003
56511;06/02/2003
29590;14/02/2003
52727;16/02/2003
55628;16/02/2003
14644;19/02/2003
41926;19/02/2003
14567;20/02/2003
55365;21/02/2003
55343;23/02/2003
47052;26/02/2003
32083;10/04/2003
57177;09/06/2003
65650;09/06/2003
46788;03/08/2003
41706;04/08/2003
48235;10/08/2003
65194;11/08/2003
30403;17/08/2003
42044;24/08/2003
54767;27/08/2003
48199;27/08/2003
30200;09/10/2003
56085;14/10/2003
69559;15/10/2003
54336;17/10/2003
68759;22/10/2003
66480;22/10/2003
8691;06/11/2003
42050;11/11/2003
63983;19/11/2003
57355;19/11/2003
55588;26/11/2003
52733;03/12/2003
17220;12/12/2003
10178;18/12/2003
51769;02/01/2004
71532;06/01/2004
51947;07/01/2004
55006;07/01/2004
64455;07/01/2004
61373;13/01/2004
57056;13/01/2004
57051;14/01/2004
29876;20/01/2004
31763;22/01/2004
55134;22/01/2004
64567;22/01/2004
31920;24/01/2004
30636;26/01/2004
52786;31/01/2004
48239;31/01/2004
64455;02/02/2004
56431;04/02/2004
28331;05/02/2004
14172;20/02/2004
52572;24/02/2004
47059;26/02/2004
51691;03/03/2004
48897;04/03/2004
67114;10/03/2004
72666;10/03/2004
56547;16/03/2004
27810;16/03/2004
67661;25/03/2004
29527;01/04/2004
29903;13/04/2004
30565;07/05/2004
51958;11/05/2004
52333;13/05/2004
4536;24/05/2004
31497;28/05/2004
71486;17/06/2004
55488;17/06/2004
51731;08/07/2004
56547;19/07/2004
30387;02/08/2004
63994;03/09/2004
48605;17/09/2004
71527;29/09/2004
30248;01/10/2004
69391;02/11/2004
66996;05/11/2004
66996;08/11/2004
52333;17/11/2004
51873;18/11/2004
31683;24/11/2004
54289;25/11/2004
23957;30/11/2004
51820;07/12/2004
54679;12/12/2004
64160;13/12/2004
48544;15/12/2004
72719;16/12/2004
72346;20/12/2004
30502;07/01/2005
30502;11/01/2005
29098;24/01/2005
47300;25/01/2005
51695;26/01/2005
72456;27/01/2005
60433;28/01/2005
28647;28/01/2005
55486;31/01/2005
66418;01/02/2005
66417;01/02/2005
32086;04/02/2005
51509;08/02/2005
48655;09/02/2005
48617;14/02/2005
63897;15/02/2005
63751;22/02/2005
63254;23/02/2005
47621;02/03/2005
46771;02/03/2005
5394;03/03/2005
50874;03/03/2005
29559;03/03/2005
69823;03/03/2005
3554;04/03/2005
52816;04/03/2005
41566;06/03/2005
56958;06/03/2005
63689;14/03/2005
30716;16/03/2005
55299;22/03/2005
28330;29/03/2005
61857;31/03/2005
64032;31/03/2005
3552;31/03/2005
56622;01/04/2005
47572;11/04/2005
55633;21/05/2005
28984;26/05/2005
47752;31/05/2005
48540;02/06/2005
47748;08/07/2005
46787;21/07/2005
14178;11/08/2005
30050;20/10/2005
55820;18/11/2005
64129;22/11/2005
33020;29/11/2005
33019;06/12/2005
63994;14/12/2005
57069;22/12/2005
31959;23/12/2005
29155;25/12/2005
47564;03/01/2006
29677;04/01/2006
52569;05/01/2006
14364;06/01/2006
41809;08/01/2006
1171;09/01/2006
55076;16/01/2006
33016;20/01/2006
56668;29/01/2006
30828;30/01/2006
54077;30/01/2006
30674;01/02/2006
23954;01/02/2006
57158;03/02/2006
30553;04/02/2006
30418;04/02/2006
30415;04/02/2006
63993;09/02/2006
52274;09/02/2006
20377;09/02/2006
2359;04/03/2006
27810;30/03/2006
64032;14/04/2006
32260;18/05/2006
7511;05/04/2001
7511;01/07/2001
14081;22/01/2002
14074;27/06/2003
7101;31/08/2003
14075;15/10/2003
11899;24/10/2003
7854;07/01/2005
7513;25/12/2005
7854;17/02/2006
7342;07/01/2002
7260;24/09/2002
8310;13/07/2003
60533;15/12/2003
61394;08/11/2004
7923;29/11/2004
8124;18/10/2005
2790;25/01/2001
5728;22/02/2001
5920;07/05/2001
9620;01/06/2001
70805;06/08/2001
1774;19/11/2001
59879;17/01/2002
1303;04/07/2002
8542;27/01/2003
2763;09/10/2003
71000;17/10/2003
5690;30/10/2003
21;01/03/2004
4996;04/03/2004
9081;10/12/2004
6613;09/03/2005
60056;06/01/2006
8782;13/01/2006
70805;24/01/2006
38506;07/05/2001
36715;21/05/2001
36187;12/06/2001
65106;18/11/2001
12267;07/12/2001
36250;13/12/2001
36185;17/12/2001
12266;18/12/2001
36907;22/01/2002
36250;27/06/2002
36349;12/12/2002
36381;10/01/2003
37627;14/01/2003
37460;14/01/2003
37534;14/01/2003
36247;17/01/2003
6355;02/02/2003
37733;18/03/2003
36249;15/06/2003
37137;30/06/2003
36891;09/08/2003
37133;14/08/2003
37286;30/10/2003
12688;31/10/2003
36427;28/11/2003
36427;28/11/2003
35815;16/12/2003
37137;14/10/2004
12441;25/11/2004
14238;13/12/2004
38448;26/02/2005
71230;03/03/2005
38268;14/03/2005
35882;08/07/2005
12685;29/11/2005
36284;26/12/2005
36860;30/12/2005
38489;09/01/2006
12227;13/01/2006
37137;06/02/2006
12690;10/05/2006
72296;10/01/2001
11484;14/02/2001
8653;15/03/2001
21616;27/04/2001
72007;14/05/2001
70717;02/08/2001
16334;28/08/2001
72196;11/10/2001
5234;26/12/2001
11487;30/12/2001
62950;07/02/2002
21635;07/02/2002
10591;11/04/2002
11487;03/07/2002
72002;14/02/2003
17925;21/02/2003
62951;24/03/2003
15235;13/06/2003
62009;19/09/2003
33604;20/09/2003
33593;20/09/2003
33593;22/09/2003
62945;06/10/2003
8667;10/10/2003
70806;04/11/2003
11016;10/11/2003
33538;12/11/2003
3080;21/11/2003
1331;11/12/2003
34898;25/01/2004
34898;25/01/2004
34905;25/01/2004
8652;12/10/2004
11365;12/01/2005
11011;20/02/2005
11012;20/02/2005
70716;03/03/2005
2310;12/03/2005
11016;25/03/2005
73189;09/01/2006
5228;13/01/2006
2233;03/02/2006
42748;15/01/2001
40008;19/01/2001
40380;03/02/2001
44581;14/02/2001
15905;09/03/2001
65723;15/03/2001
40585;02/04/2001
40846;18/05/2001
39860;26/06/2001
65384;27/06/2001
65384;28/06/2001
38489;25/07/2001
40236;01/10/2001
40609;24/11/2001
3757;14/12/2001
36050;16/12/2001
40330;20/12/2001
47322;26/12/2001
58845;10/01/2002
40613;14/01/2002
73283;19/01/2002
40050;24/01/2002
10675;06/02/2002
20623;18/03/2002
69051;08/04/2002
40564;08/04/2002
2395;29/08/2002
39114;24/09/2002
39834;26/09/2002
42904;17/12/2002
42904;17/12/2002
54105;26/12/2002
39840;11/01/2003
54943;14/01/2003
40734;14/01/2003
36046;23/01/2003
40768;28/01/2003
56746;15/02/2003
65441;21/02/2003
54110;26/02/2003
65755;06/03/2003
40795;23/05/2003
40658;10/07/2003
40659;10/07/2003
40509;26/07/2003
65404;26/07/2003
40509;29/07/2003
56738;08/08/2003
65451;15/08/2003
39974;26/08/2003
40395;02/09/2003
40338;13/09/2003
41002;16/09/2003
42642;30/09/2003
65760;07/10/2003
47328;09/10/2003
42615;12/10/2003
40781;18/10/2003
39931;29/10/2003
40691;09/12/2003
40632;13/12/2003
56330;10/01/2004
48003;10/01/2004
59623;03/02/2004
15918;05/05/2004
41593;09/07/2004
40050;12/07/2004
4574;30/07/2004
65262;06/09/2004
43153;10/12/2004
10674;12/01/2005
48037;21/01/2005
3759;19/02/2005
3231;22/02/2005
43194;01/03/2005
4098;02/03/2005
39940;07/03/2005
40894;09/03/2005
40936;26/05/2005
40829;17/07/2005
40242;23/07/2005
56600;09/09/2005
3760;01/01/2006
44589;12/01/2006
56650;16/01/2006
40330;19/01/2006
3231;19/01/2006
68106;30/01/2006
54249;01/02/2006
19910;08/02/2006
40388;16/03/2006
47528;16/03/2006
40842;03/04/2006
40844;04/04/2006
43063;15/05/2006
53916;18/01/2001
53918;23/01/2001
19973;09/02/2001
42212;04/03/2001
49999;19/09/2001
50280;19/11/2001
41958;16/12/2001
51343;18/12/2001
3868;24/12/2001
50027;09/01/2002
42214;20/04/2002
53939;15/05/2002
49806;24/05/2002
49806;24/05/2002
42474;28/05/2002
49999;09/06/2002
49999;09/06/2002
50001;06/08/2002
50001;06/08/2002
60146;16/01/2003
50333;21/02/2003
62486;13/03/2003
51354;15/05/2003
49783;23/06/2003
3902;06/08/2003
50869;28/10/2003
19683;14/11/2003
49182;20/11/2003
50495;27/11/2003
42211;29/11/2003
50446;09/12/2003
19619;06/01/2004
42217;23/02/2004
51085;18/03/2004
50334;24/09/2004
51357;06/10/2004
50024;03/12/2004
3900;16/12/2004
51351;04/01/2005
19624;01/02/2005
50262;17/02/2005
50624;17/02/2005
3873;02/03/2005
50071;17/01/2006
49780;06/03/2006
4375;19/05/2006
