IDT;DIAMETRE;DDP;MATERIAU;MATAGE
0;110;01/01/1993;PVC;PVC19902020
1;110;01/01/1993;PVC;PVC19902020
2;110;01/01/1993;PVC;PVC19902020
3;110;01/01/1993;PVC;PVC19902020
4;110;01/01/1993;PVC;PVC19902020
5;110;01/01/1993;PVC;PVC19902020
6;110;01/01/1993;PVC;PVC19902020
7;110;01/01/1993;PVC;PVC19902020
8;110;01/01/1993;PVC;PVC19902020
9;110;01/01/1993;PVC;PVC19902020
10;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
11;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
12;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
13;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
14;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
15;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
16;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
17;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
18;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
19;150;01/01/2003;FONTEDUCTILE;FONTEDUCTILE20002010
20;100;01/01/1963;FONTEGRISE;FONTEGRISE19401970
21;100;01/01/1963;FONTEGRISE;FONTEGRISE19401970
22;100;01/01/1963;FONTEGRISE;FONTEGRISE19401970
23;100;01/01/1963;FONTEGRISE;FONTEGRISE19401970
24;100;01/01/1963;FONTEGRISE;FONTEGRISE19401970
25;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
26;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
27;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
28;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
29;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
30;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
31;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
32;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
33;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
34;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
35;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
36;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
37;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
38;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
39;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
40;100;01/01/1970;FONTEDUCTILE;FONTEDUCTILE19661980
41;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
42;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
43;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
44;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
45;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
46;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
47;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
48;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
49;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
50;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
51;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
52;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
53;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
54;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
55;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
56;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
57;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
58;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
59;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
60;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
61;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
62;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
63;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
64;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
65;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
66;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
67;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
68;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
69;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
70;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
71;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
72;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
73;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
74;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
75;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
76;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
77;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
78;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
79;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
80;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
81;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
82;250;01/01/1994;FONTEDUCTILE;FONTEDUCTILE19902000
83;100;01/01/1995;FONTEDUCTILE;FONTEDUCTILE19902000
84;100;01/01/1995;FONTEDUCTILE;FONTEDUCTILE19902000
85;100;01/01/1995;FONTEDUCTILE;FONTEDUCTILE19902000
86;100;01/01/1995;FONTEDUCTILE;FONTEDUCTILE19902000
87;100;01/01/1995;FONTEDUCTILE;FONTEDUCTILE19902000
88;160;01/01/1991;PVC;PVC19902020
89;160;01/01/1991;PVC;PVC19902020
90;160;01/01/1991;PVC;PVC19902020
91;160;01/01/1991;PVC;PVC19902020
92;160;01/01/1991;PVC;PVC19902020
93;160;01/01/1991;PVC;PVC19902020
94;160;01/01/1991;PVC;PVC19902020
95;160;01/01/1991;PVC;PVC19902020
96;160;01/01/1991;PVC;PVC19902020
97;160;01/01/1991;PVC;PVC19902020
98;160;01/01/1991;PVC;PVC19902020
99;160;01/01/1991;PVC;PVC19902020
100;160;01/01/1991;PVC;PVC19902020
101;160;01/01/1991;PVC;PVC19902020
102;160;01/01/1991;PVC;PVC19902020
103;160;01/01/1991;PVC;PVC19902020
104;160;01/01/1991;PVC;PVC19902020
105;160;01/01/1991;PVC;PVC19902020
106;160;01/01/1991;PVC;PVC19902020
107;160;01/01/1991;PVC;PVC19902020
108;160;01/01/1991;PVC;PVC19902020
109;160;01/01/1991;PVC;PVC19902020
